BOR;AN;FI;FI_EJ;BIO_A1;BIO_A2;BIO_A3;BIO_A4;BIO_A5;BIO_A6;BIO_A7;BIO_A8;BIO_A9;BIO_A10;BIO_A11;BIO_A12;BIO_A13;BIO_A14;BIO_A15;BIO_A16;BIO_A17;BIO_A18;BIO_B1;BIO_B2;BIO_B3;BIO_B4;BIO_A19;BIO_A20;BIO_B19;BIO_B20;BIO_B21;BIO_C19;BIO_C20;BIO_A22;BIO_A23;BIO_A24;BIO_A25;BIO_A26;BIO_A27;BIO_A28;BIO_A29;BIO_A30;BIO_B22;BIO_B23;BIO_B24;BIO_B25;BIO_B26;BIO_B27;BIO_B28;BIO_B29;BIO_B30;BIO_C22;BIO_C23;BIO_C24;BIO_C25;BIO_C26;BIO_C27;BIO_C28;BIO_C29;BIO_C30;BIO_D22;BIO_D23;BIO_D25;BIO_E22;BIO_E23;BIO_E25
BIO;2019;620000349;620101360;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;928781;5684;769;;;;;;;;;2;1;17;3;;;;;;2;1;10;1;;;;;;3.4;1;24.86;2.93;;;;;;0;1;;1;0
BIO;2019;620000653;620103440;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1945819;49665;3835;;;;;;;;2;3;1;24;;;;;;;1;;9;;;;;;1.33;2.15;1;30.81;;;;;;;;;;;
BIO;2019;620003202;620103432;1;1;0;1;0;0;0;0;1;;1;1;1;;;;;;1;629253;171846;;2;2;35;0;;;;3;;1;11;1;;;;;;;1;6;2;;;;;2.95;;0.75;14.82;2.85;;;;;;;;;;
BIO;2019;630000016;630180032;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0.4;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0
BIO;2019;630000404;630780989;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;4027855;543373;530695;16250;6112;2356;79;554;6692;37;46;;4;127;75;9;1;14;6;11;;2;55;26;2;;9;2;35.19;;2.89;169.72;93.25;7;1;20.24;6.54;;;0;1;;
BIO;2019;630000438;630781011;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;410050;;;0;;0;;;;;;1;;5;3;;;;;;1;;1;;;;;;;1.7;;5.8;3;;;;;;;;;;
BIO;2019;630000479;630781110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;8444;1797;;8458;22;10226;;504;838;;1;;1;8;10;4;3;15;6;3;;2;4;1;3;0;1;0;2.3;;2.61;11.7;9.41;5.89;2.33;14.14;5.38;0;0;0;0;0;0
BIO;2019;630780369;630000164;;;;;;;;;;;;;;;;;;;;1333;;;;;14545;;;;;;;;;;;;;;;;;1;;12;;;;;;;0.2;;0.5;;;;;;;;;
BIO;2019;640000162;640780417;1;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;0;0;1;1374515;113839;113500;;137;;1;;;0;5;1;;41;11;;;;;2;;1;3;5;;;;;6.5;1;0.83;40.55;12.88;;;;;0;0;0;1;1;0
BIO;2019;640000410;640780821;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;227278;7017;;;;;;;;;;2;;9;;;;;;2;;;;1;;;;;0.9;2;;8.95;0.92;;;;;0;0;0;0;0;0
BIO;2019;640000600;640781290;1;1;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1794916;73030;53225;2753;3;8726;2;148;3955;2;7;0;2;27;16;3;1;3;6;2;0;0;15;1;0;0;1;0;8.7;0;1.75;37.93;14.65;3;0.25;3.9;2.61;0;;;1;;
BIO;2019;650000045;650780158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;9;1;0;0;0;0;1;0;0;3;;0;0;0;1;3.5;0;1;10.13;0.5;0;0;0;0.8;;;;;;
BIO;2019;650000417;650783160;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;787047;24475;165;6420;3039;6015;88;90;7506;2392;1;4;1;29;6;3;1;4;3;0;;;2;1;;;;;1;4;1.13;29.29;7.13;3;0.2;3.95;2.37;0;0;1;1;1;0
BIO;2019;660000084;660780180;1;1;0;1;1;0;1;0;0;0;1;1;1;1;0;0;0;0;1;2006882;22417;5315;8947;2715;15950;122;728;25;5;7;;4;31;9;3;;7;3;1;;;12;;1;;;2;7.73;;3.59;42.29;8.58;4.33;;6.75;3.26;;;;;;
BIO;2019;660000092;660780198;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;59618;1047;1047;;;;;;;;;1;;2;;;;;;1;1;1;1;1;;;;;0.17;1.17;0.2;2.8;0.2;;;;;0;0;0;0;0;0
BIO;2019;670000025;670780055;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;3046670;186675;186675;3087;;1271;;23;5007;;13;21;4;112;43;0;;3;1;2;7;5;85;31;7;;4;2;8.57;14.04;6.68;168.88;59.26;1.56;;3.52;2.09;0;0;1;1;1;1
BIO;2019;670000157;670780337;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;766613;109419;85807;;;;;;;;0;4;1;29;8;;;;;;;;5;5;;;;;0.53;4;1;31.33;9.8;;;;;0;0;1;1;1;0
BIO;2019;670000165;670780345;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;1;527608;40387;3841;;;;;;;;2;;1;11;3;;;;1;1;;;11;4;;;;1;2.9;;1;19.68;4.86;;;;0.3;0;;1;1;;0
BIO;2019;670000272;670780543;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;162813;6011;0;;;;;;;;;;1;7;;;;;;2;;;1;1;;;;;1.55;;0.85;7.14;0.81;;;;;;0;1;;1;0
BIO;2019;670000397;670017755;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;491272;13692;7216;;;;;;;;;3;1;15;2;;;;;;;;;1;;;;;;3;1;15;2.8;;;;;;0;1;;1;0
BIO;2019;670780113;670780055;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;1;1;1;14347;202;202;33;;2;;;;;4;1;;4;0;0;;7;3;1;;;3;7;;;4;4;3.2;1;;6.09;3.24;;;10.15;5.58;0;0;;1;1;0
BIO;2019;670783273;670780055;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1916238;18656;18656;16947;7794;39662;128;1903;8033;1940;6;12;;55;16;14;1;20;5;3;1;2;34;7;2;;11;4;7.35;9.9;1.59;73.35;18.43;9.78;1;26.49;7.13;0;0;1;1;1;0
BIO;2019;680000494;680000643;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1024332;0;0;;;;;;;;3;3;1;20;0;;;;;;;;15;1;;;;;3;3;1;32.48;0.71;;;;;0;0;1;1;1;0
BIO;2019;680000684;680000973;1;1;0;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;1;2446043;181733;117732;10821;3469;15436;22;223;4857;1201;1;10;3;54;18;4;1;7;3;1;1;;30;10;2;;3;;1.8;10.45;3;75.79;24.34;5.53;1;9.94;3;0;0;;0;1;
BIO;2019;680004546;680020336;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;2501486;298851;213209;19507;11957;14742;23;242;75;;4;4;3;76;38;5;;14;6;;3;1;2;3;;1;;1;4;5.76;2.55;71.86;37.88;5;0.5;12.22;5.23;;;1;;;
BIO;2019;690000575;690782222;1;0;0;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;1;802555;98020;93045;;;;;;;;0;4;1;20;7;0;0;0;0;0;2;;9;2;0;0;0;0;0.39;5.12;1;26.62;8.58;0;0;0;0;0;0;1;1;1;0
BIO;2019;690000880;690783220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;;;7367;481;15265;5;188;3077;;;;;;;10;1;24;10;;;;;;11;0;5;5;;;;;;12.5;2.85;23.92;13.05;0;0;0;0;0;0
BIO;2019;690007539;690781810;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;1;1;4961479;966075;966075;12096;1576;44385;82;1588;2827;60;35;;7;150;74;4;1;29;8;17;;;38;7;13;;8;5;35.11;;6.4;175.1;72.38;9.78;1;33.38;11.55;0;;1;1;;0
BIO;2019;690783154;690781810;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;246717;8737;8737;0;;0;;;;;3;;1;11;5;;;;;1;;;1;1;;;;;5.11;;1.25;12.96;11.14;;;;;0;0;1;1;1;0
BIO;2019;690784137;690781810;1;1;0;1;1;0;1;1;1;0;1;0;0;0;1;1;0;0;1;3426270;299961;299961;11131;1965;48544;1954;712;10963;1012;25;;;95;27;5;;28;3;6;;;49;1;13;;7;;23.89;;;129.41;28.73;7.93;;31.78;1.89;0;;1;1;;0
BIO;2019;690784152;690781810;1;1;0;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;1;3073678;268012;;0;;3;;123;4;;21;;5;117;38;;;;;26;;;39;8;1;;;;34.07;;4.9;146.08;45.36;0.8;0.1;;;0;;1;1;;0
BIO;2019;690805361;690805353;1;0;0;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;1;926000;275000;260000;;;;;;;;;2;;22;7;;;;;;4;;8;4;;;;;;3.81;;26.28;8.36;;;;;;0;1;;1;0
BIO;2019;690807367;690003447;1;;;1;1;1;;;;;1;;1;1;;;;;1;73863;;;;;;;;;;1;;;3;4;;;;;;1;;;;;;;;1;0.5;;3;4;;;;;0;0;1;1;1;0
BIO;2019;700000011;700780026;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;135857;848;0;0;0;0;0;0;0;0;1;;;3;1;;;;;2;;;;;;;;;1.32;;;3.5;0.88;;;;;;;;1;;1
BIO;2019;700000029;700004591;;;;;;;;;;;;;;;;;;;;1189996;282743;29966;;;;;;;;3;1;1;19;6;;;;;;0;;6;5;;;;;2.8;1;1;22.12;4.61;;;;;;;;;;
BIO;2019;710978263;710780958;1;0;0;1;1;0;0;1;1;0;1;1;1;1;0;0;0;0;1;945590;87515;58758;;;;;;;;1;2;;27;7;;;;;2;1;;10;5;;;;;2.6;2.9;;32.69;10.92;;;;;0;0;;1;;
BIO;2019;710978289;710780263;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;675088;193685;28256;;;;;;;;7;;1;16;;;;;;0;;;9;2;;;;;5.66;;1;24.1;1.5;;;;;0;0;0;1;0;0
BIO;2019;710978313;710976705;1;1;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;1;454591;79698;23493;;;;;;;;;1;1;8;2;;;;;2;;;6;3;;;;;1.4;1;1;12.45;4.45;;;;;1;1;1;0;0;0
BIO;2019;720000033;720000025;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;1;0;0;1;1581518;498953;306645;11479;;11290;;225;211;;5;6;0;17;18;5;0;5;4;3;2;2;48;17;0;1;4;3;6.9;7.2;1.77;66.14;27.84;5;0.04;7.09;5.06;0;0;1;0;0;0
BIO;2019;720016179;720016724;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;284120;19449;6597;;;;;;;;2;;;9;4;;;;;2;;1;3;;;;;;2.5;0.02;0.2;10.13;3.05;;;;;0;0;1;;;1
BIO;2019;730000031;730000015;1;1;0;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;1;1227099;186232;31754;11257;3225;17176;23;340;3264;1235;2;8;;44;13;5;;8;3;;3;;26;11;3;1;1;2;2;12.35;0.07;63.09;20.39;6.04;0.5;8.28;5.34;;0;;;1;
BIO;2019;730000098;730000015;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;173911;17500;0;;;;;;;;;1;;4;1;;;;;;;;7;2;;;;;;1.55;;7.39;2.75;;;;;;0;;;0;
BIO;2019;740000237;740781133;1;1;0;1;1;0;0;1;0;0;1;1;1;1;0;1;1;0;1;948600;150926;2469;;;;;;;;5;;1;32;16;;;;;4;1;1;24;6;;;;;7.91;0.8;1.9;49.8;20.86;;;;;0;0;1;1;1;0
BIO;2019;740000302;740781133;1;0;0;1;1;0;0;0;0;0;0;0;0;0;;0;0;0;1;166538;22833;925;;;;;;;;1;;;7;1;;;;;2;;;6;2;;;;;1.65;;;10.56;2.85;;;;;0;0;;0;0;
BIO;2019;740000328;740790381;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;802161;93391;42799;;;;;;;;4;;1;8;3;;;;;2;;;11;1;;;;;3.34;;0.92;16.09;3.59;;;;;;;;;;
BIO;2019;740781224;740001839;1;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;646887;86593;32362;;;;;;;;2;;;11;1;;;;;1;;;7;3;;;;;2.8;;0.08;16.4;3;;;;;;;;;;
BIO;2019;750000481;750110025;1;0;0;1;1;0;1;0;0;0;1;1;1;1;0;0;0;0;1;100121;12724;2136;204;;2543;;48;6;;1;1;;9;5;;;;;1;3;;6;2;1;;4;2;1.22;1.89;0.6;11.37;5.65;0.36;0.06;2;0.7;;;;;;
BIO;2019;750000499;750062036;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;568742;234154;207509;59;;2032;;;2743;;3;1;3;23;11;;1;5;3;0;2;;3;4;;;;;3;2;3;24.14;14.38;;1;5;3;0;0;1;1;1;0
BIO;2019;750000523;750150120;1;1;0;1;1;1;0;1;0;0;1;1;1;1;1;1;0;0;1;2414731;866087;740125;7408;0;20633;0;;0;0;5;2;3;31;16;5;1;7;4;7;;;6;8;2;;;1;12.51;1.96;3;36.63;16.15;5.75;1;5.44;5.62;0;0;0;1;1;0
BIO;2019;750000549;750150229;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;124356;0;;0;;0;;;;;;;;;;;;;;1;;;;;;;;;0.5;;;;;;;;;;;;;;
BIO;2019;750100018;750712184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;0.8;;;;;;;;;;;;
BIO;2019;750100042;750712184;1;1;0;1;1;0;0;0;0;1;1;0;1;1;1;0;0;0;0;1768522;522631;151750;6449;1795;10122;59;276;2481;339;24;;6;93;40;3;1;8;5;16;;1;1;1;5;0;5;4;39.6;;6.8;93.5;40.5;5.9;1;12.1;8.6;1;;;0;;
BIO;2019;750100075;750712184;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;;0;1875171;778056;351360;13915;326;19189;6;480;1329;0;43;;10;167;65;3;1;20;10;31;;1;1;1;16;0;3;0;73.5;;10.2;167.3;65.2;10.5;1;22.7;10;;;1;;;1
BIO;2019;750100083;750712184;;;;;;;;;;;;;;;;;;;0;0;0;;0;;0;;;;;;1;;1;1;;;;;;;;;;;;;;;0.67;;1;1;;;;;;0;0;;0;0
BIO;2019;750100091;750712184;1;1;1;;1;1;;1;1;0;1;1;1;1;1;1;0;0;0;3237809;206536;73025;1558;409;13953;172;168;9489;776;19;39;11;151;52;9;1;9;5;6;18;0;27;8;4;;3;1;16.5;39;11;167;53.8;7.7;1;10.9;5.86;1;1;1;1;1;0
BIO;2019;750100109;750712184;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;0;0;0;881316;34342;31084;2310;1483;3224;6;46;2006;1782;29;22;10;112;55;3;;3;4;8;7;2;19;10;3;1;2;1;24;23.4;10.46;127.17;56.22;5;0.1;4.6;4.76;1;1;1;1;1;0
BIO;2019;750100125;750712184;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;0;6373001;78447;48523;10232;34;35034;1;4520;1993;;111;56;31;454;216;11;1;15;7;84;13;2;69;35;6;1;6;;136.8;53.5;32.45;488.85;232.74;10;1.5;19.8;7;1;0;1;0;0;0
BIO;2019;750100166;750712184;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;3411455;47068;47068;18013;3709;25424;748;581;1112;3;19;55;11;153;63;16;1;21;9;19;23;0;44;17;10;;4;2;23;51.8;9.65;181.7;74;21.19;1;24.49;10.71;1;1;1;0;0;0
BIO;2019;750100208;750712184;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;3500388;90469;90469;1230;2;10041;1;40;3037;;40;36;8;125;47;10;1;11;3;12;8;2;49;16;3;;2;1;31.7;30.55;8.5;157.1;58.2;10.9;1;11.71;3.86;0;0;1;1;1;1
BIO;2019;750100232;750712184;1;1;0;1;1;0;0;1;0;0;1;1;1;1;1;1;0;1;0;2690015;658814;326494;7034;1576;19594;142;274;9251;1591;34;;12;143;64;11;1;13;8;34;;1;1;0;1;0;6;1;67.1;;12.4;143.7;64;11.5;1;18.28;8.39;1;;1;0;;0
BIO;2019;750100273;750712184;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;1;1;1;0;1758065;6945;5201;7459;;15082;;381;2000;;12;14;3;64;44;9;1;14;7;13;9;2;10;4;4;;2;2;14.2;15.8;3.5;69.6;38.5;7.8;1;15.6;8.6;1;1;1;1;1;0
BIO;2019;750150104;750720476;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;1;1;970856;564088;490169;2316;2;15418;0;629;64;0;5;5;4;35;4;4;1;4;2;;;;6;3;4;;1;;4.99;4.99;4;39.04;5.68;5.51;1;4.88;1.99;;;1;1;1;
BIO;2019;750160012;750813321;;;;;;1;;;;;;;;;1;1;;;0;11390;5836;;13000;;12422;;255;2890;;14;3;5;47;30;14;1;23;10;3;;;7;6;3;;4;;15.02;2.5;5;54.23;32.69;13.58;1;25.28;9.25;0;0;0;0;0;0
BIO;2019;750803447;750712184;1;1;0;1;1;1;0;1;0;0;1;1;1;1;1;1;0;0;0;2693690;43717;43717;5682;1084;21419;296;670;351;;12;25;6;85;32;11;1;9;5;5;9;1;22;5;7;;7;1;7.4;18.5;6.4;103.3;36.6;12.8;1;15.12;5.86;1;1;1;1;1;1
BIO;2019;750803454;750712184;1;1;0;1;1;0;0;0;1;0;1;0;1;1;1;1;0;0;0;1158145;165275;;1868;1595;5098;6;35;300;0;36;;6;112;47;6;0;5;1;20;;1;;1;2;1;1;1;55.4;;6.4;112;47.6;5.6;0.5;5.86;1.86;1;1;1;;;0
BIO;2019;760000018;760780023;1;1;0;1;1;0;1;0;0;0;1;1;1;1;0;0;0;0;;830281;111436;35938;;;;;;;;2;2;1;19;5;;;;;2;;;3;3;;;;;3.13;1.45;1;21.22;6.53;;;;;0;0;;1;1;
BIO;2019;760000141;760780239;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246009;7529;7529;;;;;;;;2;;;;;;;3;2;;;;;;;;4;;0.1;;;;;;;5.91;1.67;0;;;0;;
BIO;2019;760000158;760780239;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;5476565;292469;292469;11169;1942;23819;56;457;11100;243;17;34;7;127;83;11;;14;11;4;14;;64;20;6;;9;1;13.91;33.49;6.08;168.71;110.89;12.78;;20.7;11.18;;;;1;1;
BIO;2019;760000166;760780247;1;;;1;1;;;1;;;1;1;1;;;1;;;1;795143;15508;8493;3494;222;6340;2;764;2077;0;1;2;2;16;4;4;2;6;1;3;1;1;6;6;1;1;1;3;2.2;2.8;2.2;20.6;7.4;4.2;2.2;6.8;2.75;0;0;0;0;0;0
BIO;2019;760000463;760024042;1;1;;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;970973;108839;47262;;;;;;;;;3;;19;5;;;;;;2;;10;3;;;;;;4.05;;25.8;6.71;;;;;;0;1;;1;1
BIO;2019;760805770;760780726;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;0;1;1;1;1818640;182567;153596;6873;2015;8457;75;234;1368;582;3;7;3;54;19;2;;2;3;2;5;1;19;6;1;;3;2;4.1;10.18;3.71;63.74;19.44;2.67;;4.69;4.54;;;;;;
BIO;2019;770000131;770021145;1;1;0;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;1;439988;31358;15015;;;;;;;;2;;;20;7;;;;;;;;;1;;;;;2.23;;;18.92;8.48;;;;;;;;;;
BIO;2019;770000149;770021152;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;580203;69641;55596;;;;;;;;;;1;17;2;;;;;;;;8;3;;;;;;;1;22.72;4.27;;;;;0;;0;1;;1
BIO;2019;770000156;770110054;1;1;0;1;1;1;0;0;1;0;1;1;1;1;0;0;0;0;1;1243854;38335;;;;;;;;;5;;;25;3;;;;;0;1;;4;3;;;;;5;0.01;;26.58;5.38;;;;;;;1;;;0
BIO;2019;770000164;770021152;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;446775;87339;5991;;;;;;;;4;;;15;4;;;;;;;1;;;;;;;3.8;;0.8;14.88;4.77;;;;;;;;;;
BIO;2019;770000172;770110070;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;450780;146954;7429;;;;;;;;;3;;15;3;;;;;;1;;1;;;;;;;5.9;;14.5;3;;;;;;;;;;
BIO;2019;770000214;770021152;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;272922;13812;1904;;;;;;;;;;;7;2;;;;;;;;;;;;;;;;;7.21;2;;;;;;;;;;
BIO;2019;770000446;770021145;1;1;0;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;1;1186044;11778;1198;;;;;;;;6;;1;20;9;;;;;;;;2;2;;;;;5.44;;1;22.4;9.6;;;;;;;;;;
BIO;2019;770019032;770021145;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;;0;0;1;1073250;273665;271025;14474;3568;37217;;480;2358;;10;;2;45;8;4;;8;2;3;;;2;2;3;;1;;10.6;;2;46.58;13.18;7.13;;9.02;2.9;;;;;;
BIO;2019;780000287;780110011;1;0;0;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;1;1326453;130262;5648;4430;2262;5791;31;89;288;0;7;1;3;33;8;2;1;3;7;;;;;;;;;;5.32;0.95;1.63;27.6;6.23;2;0.13;3;2.52;;;;;;
BIO;2019;780000295;780002697;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;498209;22865;14727;504;0;2754;0;67;0;0;3;;1;15;3;1;;2;1;;;;;;;;;;2.45;;0.61;14.19;3.09;1;;2;1;0;0;1;1;0;0
BIO;2019;780000311;780001236;1;0;0;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1770389;307175;253031;4559;890;9191;10;167;1764;310;7;;1;51;11;6;;17;9;6;;1;14;10;3;;5;4;11.3;;1.32;65.15;19.96;6.93;0.1;22.17;13.43;0;;0;1;;0
BIO;2019;780000329;780110052;1;1;0;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;1;600677;193471;115659;;;;;;;;0;1;1;17;4;;;;;0;4;0;4;2;;;;;0;3.31;1;18.37;5.4;;;;;;0;1;;1;0
BIO;2019;780800256;780110078;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1411422;168704;148921;;;;;;;;5;11;1;49;16;3;0;6;2;3;9;1;20;3;2;1;1;2;5.57;13.92;2.37;61.82;18.87;4.58;0.3;6.72;3.48;1;1;;0;0;
BIO;2019;790000087;790000012;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;1;1219887;83550;16697;6931;2812;12672;92;661;2340;1171;;;1;38;13;;;7;2;;;;3;2;;;;1;;;1;40.71;14.01;;;6.12;3.07;0;0;1;1;1;0
BIO;2019;790019848;790006654;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;313669;13964;11219;;;;;;;;2;2;1;8;2;;;;;;;;10;;;;;;1.52;1.6;1;15.85;2;;;;;0;;0;1;;1
BIO;2019;800000143;800000028;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;602997;63253;27047;0;;0;;;;;0;2;2;19;2;0;0;0;0;0;2;0;5;1;0;0;0;0;0;3.6;1.91;20.94;2.11;0;0;0;0;0;0;1;1;1;0
BIO;2019;800000192;800000044;;;;;;;;;;;;;;;;;;;;0;0;0;15904;4433;24166;62;571;2352;791;;;;;1;3;;13;6;;;;;1;4;;2;2;;;;;1.09;4.61;;13.93;6.73;;;;;;
BIO;2019;800000226;800000069;1;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;;;;;;;;;;;;;;5;;;;;;3;;1;1;;;;;;1;;0.1;5.71;;;;;;0;;0;0;;1
BIO;2019;800000390;800000085;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;156906;130187;83196;;;;;;;;2;0;1;5;4;0;0;0;0;1;0;0;2;1;0;0;0;0;2.1;0;1;7.1;4.23;0;0;0;0;0;0;0;1;0;1
BIO;2019;800000432;800000093;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;172858;5399;7;;;;;;;;1;;;7;1;;;;;;;1;;1;;;;;1;;0.25;7;1.6;;;;;0;0;0;1;1;1
BIO;2019;800006124;800000044;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4585331;127164;79575;;;;;;;;10;24;4;100;49;;;;;7;8;2;50;14;;;;;10.74;22.03;4.1;132.9;54.68;;;;;1;1;1;1;1;1
BIO;2019;810000505;810000331;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;436321;70975;52322;;;;;;;;1;4;0;18;5;0;0;0;0;0;0;2;6;0;0;0;0;0;1;3.71;0.1;20.9;5.66;0;0;0;0;0;0;;1;1;
BIO;2019;810000521;810000380;1;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;603198;62778;18447;;;;;;;;1;3;2;15;5;;;;;;0;;4;6;;;;;1.12;3;0.97;18.66;6.88;;;;;0;0;1;1;1;0
BIO;2019;820000032;820000016;1;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;667686;81138;40727;667;16;3263;1;13;803;0;;4;0;15;6;;;1;;;;3;11;3;2;1;0;2;;3.8;0.97;23.9;7.08;2.04;0.2;1.3;0.9;;0;1;;1;0
BIO;2019;830000279;830100517;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;630893;159846;28777;;;;;;;;0;0;0;10;1;0;0;0;0;4;0;1;2;1;0;0;0;0;2.05;0;0.3;11.54;1.4;0;0;0;0;0;;1;1;;0
BIO;2019;830000287;830100525;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;663077;15496;878;0;;0;;;0;;1;3;1;15;4;0;0;0;0;0;1;1;3;2;0;0;0;0;1;3.3;1.5;17.45;5.4;0;0;0;0;0;0;1;1;1;0
BIO;2019;830000303;830100541;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;123214;15674;15674;;;;;;;;;1;1;3;;;;;;;1;;2;2;;;;;;1.4;0.83;4.63;1.38;;;;;0;0;0;0;0;0
BIO;2019;830000311;830100566;1;0;0;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;750900;10501;424;0;;0;;;;;4;1;1;22;6;;;;;0;0;;2;2;;;;;3.76;0.7;1;22.41;7.37;;;;;0;0;;1;1;
BIO;2019;830000345;830100616;1;1;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;;2477715;1009767;711267;7077;4090;15053;0;416;10760;9;8;2;1;38;6;;;4;3;7;2;3;48;7;;2;8;7;12.18;2.9;2.81;67.23;11.95;;0.54;8.77;6.52;0;0;;1;1;
