BOR;AN;FI;FI_EJ;BIO_A1;BIO_A2;BIO_A3;BIO_A4;BIO_A5;BIO_A6;BIO_A7;BIO_A8;BIO_A9;BIO_A10;BIO_A11;BIO_A12;BIO_A13;BIO_A14;BIO_A15;BIO_A16;BIO_A17;BIO_A18;BIO_B1;BIO_B2;BIO_B3;BIO_B4;BIO_A19;BIO_A20;BIO_B19;BIO_B20;BIO_B21;BIO_C19;BIO_C20;BIO_A22;BIO_A23;BIO_A24;BIO_A25;BIO_A26;BIO_A27;BIO_A28;BIO_A29;BIO_A30;BIO_B22;BIO_B23;BIO_B24;BIO_B25;BIO_B26;BIO_B27;BIO_B28;BIO_B29;BIO_B30;BIO_C22;BIO_C23;BIO_C24;BIO_C25;BIO_C26;BIO_C27;BIO_C28;BIO_C29;BIO_C30;BIO_D22;BIO_D23;BIO_D25;BIO_E22;BIO_E23;BIO_E25
BIO;2019;340782036;340780477;0;0;0;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1536252;77925;;;;;;;;;23;4;1;80;9;;;;;3;;;2;;;;;;18.54;2.98;2.17;77.26;8.4;;;;;0;0;1;1;1;1
BIO;2019;340782085;340780477;;;;;;;;;;;;;;;;;;;;;;;11697;335;31899;80;805;6417;21;;;;;;12;1;18;3;;;;;;;;1;;;;;;;7.6;1;18.11;2.93;;;;;;
BIO;2019;340785161;340780477;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3915337;235125;;;;;;;;;11;3;;55;8;;;;;1;;1;1;;;;;;7.99;1.8;1.46;50.21;6.32;;;;;0;0;1;1;1;1
BIO;2019;340796663;340780477;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;287497;20786;;;;;;;;;23;4;2;83;9;;;;;3;;2;2;;;;;;18.54;2.98;3.2;74.87;8.05;;;;;0;0;;1;1;
BIO;2019;350000147;350000022;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1160577;65846;29246;;;;;;;;0;1;1;28;10;0;0;0;0;1;5;0;17;4;0;0;0;0;0.4;4;0.92;38.61;12.66;0;0;0;0;0;0;1;1;1;0
BIO;2019;350000154;350000030;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;241953;19923;1697;;;;;;;;2;;;12;5;;;;;2;;;3;2;;;;;2.72;;;14.63;5.74;;;;;0;;1;;;0
BIO;2019;350000337;350000246;1;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;146594;0;0;;;;;;;;;2;;1;1;;;;;;1;;5;1;;;;;;1.73;;4.93;1.38;;;;;;0;0;;0;0
BIO;2019;350000741;350005179;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;3316651;398064;;12487;3449;26848;529;390;15999;4384;39;31;6;137;73;12;0;13;8;7;5;1;61;18;1;0;9;1;28.14;19.64;7.55;172.61;79.05;11.32;0.61;18.67;8.07;0;0;1;1;1;1
BIO;2019;350002812;350023503;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;140425;28980;311;;;;;;;;0;1;0;2;1;;;;;1;1;1;5;2;;;;;0.9;1.29;0.3;6.26;1.79;;;;;0;0;0;0;0;0
BIO;2019;350007084;350005179;1;0;0;1;1;0;0;0;0;;1;0;0;0;0;0;1;1;1;359669;2492;;;;;;;;;1;1;1;8;13;;;;;1;1;0;6;8;;;;;1.15;0.84;1;13.15;9.91;;;;;;;;;;
BIO;2019;370000861;370000481;1;1;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1537616;1148264;437874;5740;1451;13617;17;432;67;0;18;;3;87;65;;;7;7;3;;0;29;15;;;3;3;13.94;;3;97.3;59.02;;;8.36;5.75;0;;;1;;
BIO;2019;370004467;370000481;1;1;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1783468;909477;284445;9100;0;10720;0;343;4;0;8;;1;34;14;;1;8;4;1;;0;17;3;;0;5;1;5.93;;1;45.85;14.06;;1;11.15;4.6;0;;;1;;
BIO;2019;380000034;380780049;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;1320340;309774;;;;;;;;;0;1;1;21;2;0;0;0;0;4;0;0;8;0;0;0;0;0;4.09;0.16;0.5;26.53;2;0;0;0;0;;;;;;
BIO;2019;380000067;380780080;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;4165776;404977;;12262;2135;26968;101;489;3782;52;54;6;11;158;62;10;;17;2;12;3;;72;43;2;;7;1;40.21;6.93;10.62;212.61;92.95;10.82;;22.01;2.77;0;0;;1;1;
BIO;2019;380000174;380781435;1;0;0;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;596487;44181;3490;0;;0;;;;;;2;1;15;1;;;;;1;2;;12;4;;;;;0.82;3.6;1;25.16;3.01;;;;;0;0;1;1;1;0
BIO;2019;380012658;380012609;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;636699;147829;69936;;;;;;;;;2;1;14;7;;;;;1;4;;13;12;;;;;0.8;5.1;1;26.08;12.95;;;;;0;0;1;1;1;0
BIO;2019;380780288;380019224;;;;;;;;;;;;;;;;;;;;;;;;;56;;56;;;;;;;;;;;;;;;;;14;;;;;;;;;1;;;;;;;;;
BIO;2019;380786442;380798025;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;155805;231813;510;;;;;;;;1;2;;13;7;;;;;2;;;4;6;;;;;3;2;;16.2;11.8;;;;;1;1;1;;;
BIO;2019;390000040;390780146;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;488187;35382;18896;0;0;0;0;0;0;0;;1;;9;2;;;;;;5;1;12;2;;;;;;3.85;0.9;18.9;4.36;;;;;;0;1;;1;0
BIO;2019;390000065;390780161;1;1;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;105408;20302;5440;0;0;0;0;0;0;0;;;;5;1;;;;;;;1;2;;;;;;;;0.2;6.95;1.08;;;;;;;0;;;1
BIO;2019;390000222;390780609;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;1;597608;64905;27871;;;;;;;;4;;2;17;2;;;;;1;;;3;5;;;;;3.32;;2;19.36;5.69;;;;;0;;0;1;;0
BIO;2019;400000105;400780193;1;1;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;747524;30708;4448;4094;1565;8471;7;191;517;231;2;3;1;17;5;3;0;1;0;;;;6;4;;;4;1;1.37;2.8;1;22.02;8.06;1.83;;3.97;1.02;0;0;0;1;1;0
BIO;2019;400000139;400011177;1;1;0;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;1;660552;85067;26330;516;1;5073;0;101;1282;0;4;;1;23;3;2;0;2;1;2;;0;3;8;0;0;3;8;4.12;;1;24.59;10.5;2.52;0;3.56;1.54;0;0;1;1;1;0
BIO;2019;400780359;400000204;;;;;;;;;;;;;;;;;;;;4197;0;;610;;4056;;;;;2;;;;;2;;;;;;;;;;;;;2;;;;;2;;;;;;;;;
BIO;2019;410000020;410000087;1;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;896700;106441;714;5893;1834;7937;26;198;19654;11569;2;2;1;28;7;4;0;5;5;0;1;0;2;1;0;0;0;0;2;2.92;1;26.85;6.65;4;0;6.36;6.5;0;0;1;1;1;0
BIO;2019;420000010;420780033;1;1;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;787314;237307;26579;5575;2816;5538;18;435;1137;742;4;2;1;26;8;1;;3;3;0;0;;11;3;3;;1;;2.6;1.94;0.9;32.42;9.44;2.69;0.1;3.79;3.7;0;0;0;1;0;0
BIO;2019;420000226;420013831;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;469124;75122;19;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;1;21;12;0;0;0;0;3.53;0;0.46;15.42;6.82;0;0;0;0;0;0;0;1;;0
BIO;2019;420000234;420780652;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;751678;78987;63454;0;;0;;;0;;1;;1;13;4;;;;;2;1;;11;2;;;;;1.69;0.6;1;18.62;4.27;;;;;0;0;1;1;1;0
BIO;2019;420011413;420011405;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;440363;106843;49653;;;;;;;;1;1;1;16;5;;;;;1;;;2;;;;;;1.5;1;1;17.3;5;;;;;1;;;1;;
BIO;2019;420785354;420784878;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;2589258;699693;;10905;2255;22587;78;812;483;0;32;;4;110;39;;0;13;5;2;;0;56;11;;0;8;2;30.15;;3.8;141.87;45.51;;0;19.21;6.34;0;;0;1;;0
BIO;2019;430000117;430000018;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;0;0;0;1;972320;112537;69507;;;;;;;;2;0;1;23;5;0;0;0;0;1;1;0;11;2;0;0;0;0;2.6;1.4;1;30.6;6.14;0;0;0;0;0;0;1;1;1;0
BIO;2019;440000016;440000057;1;1;0;1;1;0;0;1;0;0;1;1;1;1;0;0;1;1;1;1125662;389939;239588;6695;6256;5978;59;158;14875;1654;1;5;2;17;8;7;;2;3;0;;1;23;5;1;1;5;5;1;5;2.7;36;11.65;4.18;0.3;6.01;4.95;0;0;;1;0;
BIO;2019;440000271;440000289;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;5388236;154379;120558;9805;328;27241;13;213;368;;12;14;1;105;48;5;0;25;13;8;36;0;58;12;10;0;18;2;9.76;29.94;0.92;145.66;65.59;6.36;0;38.24;13.79;0;0;;1;1;
BIO;2019;440001113;490017258;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;;172539;8242;8242;2882;316;7130;11;203;;;;1;1;3;;2;;2;2;3;1;;2;3;;;;;1.5;1.31;0.96;4.43;1.11;1.98;;1.94;1.85;0;0;0;0;0;0
BIO;2019;440017598;440000289;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1458855;23892;23789;0;;0;;;;;1;1;0;18;1;;0;0;0;1;3;0;11;1;1;0;0;0;0.3;2.75;0;24.29;1.63;0.05;0;0;0;;;;;;
BIO;2019;450000047;450000096;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;197398;3779;0;;;;;;;;;;1;4;1;;;;;2;;;;;;;;;0.7;;0.1;4.42;1;;;;;0;0;0;1;1;1
BIO;2019;450000062;450000104;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;560712;23562;10274;;;;;;;;;1;1;4;1;;;;;;3;;16;5;;;;;;3.34;1;16.19;4.05;;;;;;0;1;;1;0
BIO;2019;450000070;450000112;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1479650;1413756;;0;0;;;;;;;;;5;1;;;;;1;;;;;;;;;0.9;;0.12;6.04;2.25;;;;;;;;;;
BIO;2019;450002613;450000088;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;2154579;153091;115426;12307;2866;12971;35;510;8575;2728;8;7;4;44;41;5;0;7;3;0;0;0;31;9;2;0;4;1;6.28;7.25;3.96;67.41;45.16;5.47;0;9.81;3.2;0;0;1;1;1;0
BIO;2019;460000102;460780208;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1462775;;;;;;;;;;;;;4;;;;;;1;;;1;1;;;;;0.4;;;4.47;0.1;;;;;0;0;0;0;0;1
BIO;2019;460000110;460780216;1;1;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;557277;117852;64415;;;;;;;;0;3;1;14;6;0;0;0;0;0;1;0;10;0;0;0;0;0;0;3.87;1;21.55;5.46;0;0;0;0;0;0;1;0;1;0
BIO;2019;470000423;470016171;1;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;867801;55130;26596;501;2;661;0;5;;;3;;;19;6;;;;0;2;;;10;6;;;;1;4.05;;;22.99;7.75;;;;0.01;0;;1;1;;0
BIO;2019;470000431;470000324;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;461642;38393;10689;;;;;;;;2;;1;17;2;;;;;;;;2;;;;;;2;;1;17.96;2;;;;;0;;1;1;1;
BIO;2019;470000480;470001660;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;297038;10000;;;;;;;;;2;1;;14;4;;;;;0;0;1;6;2;;;;;2;1;0.67;18.48;5;;;;;0;0;1;1;1;1
BIO;2019;480000017;480780097;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;423436;39914;;0;0;0;0;0;0;0;1;5;;;;;1;10;3;;;;;;;;5;1;1;5.03;;;;;0.94;14.16;3.5;0;0;0;1;1;0
BIO;2019;490000049;490000031;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;3567658;196738;181097;8631;2783;23961;56;321;1038;231;24;27;6;116;49;7;1;15;6;8;4;0;46;21;2;0;10;5;28.38;27.91;5.79;148.34;59.1;7.91;1;23;8.51;0;0;1;1;0;1
BIO;2019;490000155;490017258;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;;87931;6546;6546;3983;609;4065;20;61;1891;;1;3;;9;1;2;;6;2;1;1;;8;2;1;;3;;0.13;3.87;;15.42;2.43;2.72;;7.48;1.79;;;;;;
BIO;2019;490000635;490000676;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;1;1574693;155687;47754;;;;;;;;5;2;1;21;4;;;;;;;;12;7;;;;;4.7;1.3;1;31.04;9.23;;;;;0;0;0;1;1;1
BIO;2019;490001765;490528452;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;351797;14094;61;;;;;;;;2;;1;10;3;;;;;1;2;;6;1;;;;;1.83;0.81;1;13.84;3.14;;;;;0;0;0;1;1;0
BIO;2019;500000021;500000054;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;708001;116445;;;;;;;;;;2;;24;10;;;;;;4;;16;28;;;;;;5.1;;35.38;15.45;;;;;;0;0;;1;0
BIO;2019;500000187;500000013;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;1070499;95877;23145;6040;2532;5922;39;190;111;61;6;;1;32;10;2;1;4;3;0;0;0;8;1;2;0;3;1;4.68;0;0.56;35.24;10.44;2.86;0.14;6.71;4.2;0;0;1;1;1;0
BIO;2019;500000450;500000112;1;0;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;822723;231574;166414;;;;;;;;2;2;1;27;6;;;;;1;2;;2;5;;;;;2.61;2.82;0.93;28.45;7.98;;;;;0;0;0;1;1;0
BIO;2019;500002357;500002233;1;;;1;1;1;1;;;;1;1;1;1;;;1;1;1;10707;;;4967;;8716;;23;;;;;;;;;;;;;1;;3;2;6;;;1;;0.75;;2;1;0.2;;;1;;0;0;;1;1
BIO;2019;510000169;510000037;1;1;0;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;472129;86839;22363;;;;;;;;1;;;3;;;;;;1;;1;11;3;;;;;1.95;;0.1;12.65;1.48;;;;;0;;1;1;;0
BIO;2019;510000235;510000060;1;1;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;;;;;;;;;;;;1;;7;3;;;;;;1;1;5;4;;;;;;1.8;0.59;10.48;4.78;;;;;;0;1;;1;0
BIO;2019;510000516;510000136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1376;1350;;2244;41;4696;8;56;1154;286;1;;;4;1;3;;3;3;1;;;;;2;;3;1;1.7;;;4;1;3.4;;5.1;3.75;;;;;;
BIO;2019;510002447;510000029;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;3234707;182530;;11653;3612;21167;111;460;5118;2078;44;7;13;124;43;12;2;20;16;5;1;0;43;16;;0;4;1;32.6;5.28;6.52;141.71;44;6.65;1.3;22.66;15.26;0;0;1;1;1;1
BIO;2019;520000027;520780032;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;453530;;;;;;;;;;;;;3;1;;;;;;2;2;16;3;;;;;0.23;1.43;1.08;15.26;3.09;;;;;0;0;0;1;1;1
BIO;2019;520000043;520780057;1;1;0;1;1;1;0;0;0;;1;0;1;1;0;0;0;0;1;204872;92101;47973;;;;;;;;1;;;8;2;;;;;1;;;1;1;;;;;1.9;;;8.1;2.35;;;;;0;;0;1;;1
BIO;2019;540000015;540023264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2744;2608;;;;963;;;;;4;;2;8;6;2;;;;;;;8;1;;;;;3;;1.11;12.89;5.71;1.5;;;;0;;0;0;;0
BIO;2019;540001070;540000767;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;461478;7558;0;;;;;;;;2;;1;9;3;;;;;1;;0;8;1;;;;;2.58;;1;14.05;3.79;;;;;0;;0;1;;0
BIO;2019;540001138;540023264;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239332;;;;;;;;;;11;1;1;44;7;;;;;6;;;17;2;1;;;;9.41;0.5;0.63;63.3;8.68;1.64;0.17;4.98;1.52;;;;;;
BIO;2019;540001286;540003019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;777;2315;2270;2716;78;6432;10;124;1638;506;;;;3;;3;1;12;1;3;;;;;2;;1;;1.5;;;3.01;;3.75;1;12.33;0.98;0;0;0;0;0;0
BIO;2019;540002698;540023264;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;0;0;;3824494;794804;324582;11867;4838;24530;29;410;588;;38;3;7;116;46;6;;;;6;1;;64;17;5;;;;30.48;1.18;5.57;163.16;46.28;4.16;0.72;16.2;3.1;0;0;1;1;1;1
BIO;2019;550000012;550006795;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;893875;125727;;0;;0;;;;;3;;1;22;5;;;;;;;;2;;;;;;3;;0.1;19.9;5.24;;;;;0;0;1;1;1;
BIO;2019;560000127;560023210;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;0;0;0;1;1166923;97153;71925;11122;3101;12351;69;340;2750;5;1;6;2;36;14;4;0;2;2;0;0;0;10;6;0;1;5;1;1;6;0.77;42.57;17.35;2.68;0.36;6.3;2.8;0;0;0;1;1;0
BIO;2019;560000135;560005746;1;1;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;949595;110824;110103;;;;;;;;3;2;;22;9;;;;;2;3;;24;1;;;;;3.2;4.4;0.83;41.5;9.93;;;;;0;0;;1;1;
BIO;2019;560000143;560014748;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;;;;;;;;;;;4;;;18;6;;;;;0;;;1;0;;;;;2.75;;;17.59;5.18;;;;;0;;;1;;
BIO;2019;570000059;570025254;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;460447;3042;161;;;;;;;;2;;;14;1;;0;0;0;1;1;;2;2;;0;0;0;2.1;0.1;;15.7;2.3;;0;0;0;0;;1;1;;0
BIO;2019;570000117;570015099;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;318772;102898;46836;;;;;;;;3;;1;15;3;;;;;0;;0;2;1;;;;;3;;1;16.72;3.59;;;;;0;;1;1;;0
BIO;2019;570000349;570005165;1;1;0;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;1;1308849;84484;9423;5400;3204;6824;75;105;1367;1295;8;;1;37;13;0;;;;2;;0;20;4;2;;;;7.09;;1;53.33;11.61;1.2;;;;0;;0;1;;1
BIO;2019;570000901;570000158;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;1;497803;91476;90716;;;;;;;;2;1;1;11;3;;;;;;;;4;4;;;;;2;1;0.9;14.76;4.78;;;;;0;0;1;1;1;0
BIO;2019;570026252;570023630;1;0;0;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;1;1112271;107569;0;;;;;;;;4;1;1;15;3;;;;;;;;1;;;;;;3.16;1;1;14.19;3;;;;;0;0;0;1;0;1
BIO;2019;570026682;570005165;1;0;0;1;1;0;0;1;0;0;1;1;1;1;1;1;0;0;1;1951140;497821;322459;4196;14;15928;5;326;3224;0;14;;;44;6;1;;7;4;1;;;14;7;2;;5;1;8.43;;;53.21;11.76;2.2;;10.22;4.22;0;;0;1;;1
BIO;2019;580972685;580780096;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;200426;6283;6219;;;;;;;;7;;;;;;;;;;;;;;;;;;1;;;;;;;;;0;;;1;;
BIO;2019;580972693;580780039;1;1;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;794932;221750;138566;;;;;;;;1;5;1;35;6;;;;;;1;1;7;3;;;;;1;5.26;0.54;40.32;5.74;;;;;0;0;;1;1;
BIO;2019;590000121;590780227;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;845095;4634;18411;;;;;;;;1;;;12;3;;;;;1;;;5;1;;;;;1.93;;0.15;17.24;3.85;;;;;0;;;1;;
BIO;2019;590000188;590780334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1964;2013;2013;3808;10;11003;0;616;723;0;1;0;2;12;;5;2;12;2;1;0;0;1;;1;0;1;0;1.9;0;2;11.57;;5.17;2;12.21;2;0;0;0;0;0;0
BIO;2019;590000337;590781415;1;0;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;914000;72900;37500;0;0;0;0;0;0;0;;5;1;27;3;0;;;;1;1;1;14;3;2;;;;0.8;5.13;1.5;35.93;7.45;0.1;;;;0;0;1;1;1;0
BIO;2019;590000428;590781605;1;0;0;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;1;863743;29294;2364;;;;;;;;;4;1;17;5;;;;;;1;1;5;3;;;;;;3.69;1.5;20.76;6.96;;;;;0;0;0;0;1;0
BIO;2019;590000535;590781803;1;1;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;798284;57646;44789;;;;;;;;2;;0;12;5;;;;;5;;0;10;0;;;;;2.4;;0;19.52;4;;;;;0;;1;1;;0
BIO;2019;590000618;590782215;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1;0;0;0;;2598709;746299;708982;11400;3378;17567;46;229;10235;1119;21;;2;60;33;7;;11;7;3;;0;29;10;8;;1;0;17.45;;2;76.05;38.37;6.02;;11.11;6.24;;;;;;
BIO;2019;590000758;590782637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;20;2;;;;;;4;1;9;;;;;;1;4.79;1.06;23.19;1.16;;;;;0;0;0;1;1;0
BIO;2019;590000782;590782660;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5276;43;43;;;;;;;;;1;;1;1;;;;;;;;;;;;;;;0.45;;0.5;0.05;;;;;0;0;0;0;0;0
BIO;2019;590001004;590783239;1;;;1;1;1;;1;;;1;1;1;1;;;;;1;1479761;;;;;;;;;;5;;1;19;5;;;;;1;;;11;2;;;;;5.53;;1;27.63;6.83;;;;;;;;;;
BIO;2019;590780284;590051801;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;2317650;93350;;0;;0;;;;;8;;;31;9;;;;;2;;1;5;4;;;;;9.4;;0.3;36.3;10.47;;;;;;;;;;
BIO;2019;590796975;590780193;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;10601139;3125441;858160;16177;4892;43472;111;1257;5872;482;68;63;;279;183;15;;25;18;10;10;;120;63;6;;9;7;51.61;53.66;;363.37;223.47;13.24;;31.65;23.76;1;1;1;1;1;1
BIO;2019;590797353;590051801;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;642315;58;;4253;1570;6789;12;;15511;728;1;;1;1;2;4;1;4;1;1;;1;;4;1;;4;;1.82;;1.95;0.5;3.41;4.06;0.5;6.82;1;;;;;;
BIO;2019;590801106;590782421;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;2048334;132954;79989;2201;2;4869;0;73;0;0;5;;1;29;6;2;;3;;2;;;11;;;;1;;6.4;;1.36;36.94;6;2;;4.25;;0;;;1;;
BIO;2019;590804696;590781902;1;0;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;971174;103941;66894;;;;;;;;;5;;25;11;;;;;;;;5;4;;;;;;5;;28.28;12.68;;;;;;0;1;;1;0
BIO;2019;590813507;590000485;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;1;70270;103803;0;;;;;;;;;;;5;3;;;;;1;1;;;;;;;;0.5;0.5;;5;3;;;;;;;;1;1;1
BIO;2019;600000012;600100028;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;78460;211019;203064;;;;;;;;3;;0;8;0;;;;;;;1;1;1;;;;;3;;0.5;9.29;1.6;;;;;0;0;1;1;1;0
BIO;2019;600000053;600101984;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;277605;55484;37825;;;;;;;;;2;;2;3;;;;;;1;1;11;2;;;;;;2.7;0.5;10.5;4.54;;;;;;0;1;;0;0
BIO;2019;600000194;600100713;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1653480;290920;159826;9162;4807;6654;;174;129;1082;3;0;0;34;5;2;0;3;0;0;0;0;10;4;0;1;2;2;2.89;0;0.5;38.93;8.49;2;0.06;4.79;1.31;;;;;;
BIO;2019;600000467;600101984;1;0;0;1;1;0;1;1;0;0;1;1;1;1;0;0;0;0;1;742950;118959;105011;1615;83;4808;;10;7070;83;;2;;22;3;1;;2;2;;1;1;18;9;1;;;;;2.34;1.29;32.77;10.46;1.6;;2;2;;0;1;;1;0
BIO;2019;600113476;600100721;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;1;235114;;;;;;;;;;3;0;0;34;13;0;0;0;0;2;0;0;11;4;0;0;0;0;4;0;0;41.2;15.99;0.14;0;0;0;;;;;;
BIO;2019;610000051;610780082;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;881617;275342;159255;;;;;;;;2;;1;16;7;;;;;2;;;7;3;;;;;3.5;;1;22.61;8.08;;;;;0;;1;1;;0
BIO;2019;610000119;610780165;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;1;1;1;595698;141230;2295;;;;;;;;3;0;0;12;5;0;0;0;0;1;0;0;8;0;0;0;0;0;3.83;0;0;16.46;4.87;0;0;0;0;0;0;1;1;1;0
BIO;2019;620000034;620100057;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1347315;259567;85090;;;;;;;;;5;;34;9;;;;;;3;;4;;;;;;;6.76;;38.27;9.54;;;;;;0;1;;1;0
BIO;2019;620000224;620100651;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;1273251;149513;99300;;;;;;;;;5;1;25;6;;;;;;2;;9;4;;;;;;5.4;1;30.17;8.9;;;;;;0;1;;1;0
BIO;2019;620000257;620100685;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1995041;280294;232813;2709;41;5304;10;29;;;2;4;2;27;7;2;;4;2;0;3;;21;1;2;1;3;1;2;6.34;1.69;39.98;7.8;3.35;0.5;6.26;2;0;0;1;1;1;0
BIO;2019;620000323;620101337;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;1;0;709665;42193;19512;;;;;;;;;5;;20;3;;;;;;1;;6;6;;;;;;4.83;;24.23;6.52;;;;;;0;1;;1;0
