bor;an;fi;rs;rscom;fi_ej;grp;stj;stjr;cat;catr;espic;mft;ccr;nat;sir;reg;dep;reg_diff;dep_diff;COMINSEE;NOMCOM;ARMT;CHLEJ0;FIPRE;ETAT_SAISIE;FINRAT;VAGUE;PROVENANCE;NUMVOI;TYPVOI;NOMVOI;BP;CPO;LIBCOM;COMPD;FILIALE0;SIRTET;RSTET;FIAUT1;RSAUT1;FIAUT2;RSAUT2;FIAUT3;RSAUT3;FIAUT4;RSAUT4;FIAUT5;RSAUT5;FIAUT6;RSAUT6;FIAUT7;RSAUT7;DADS_C1;DADS_C2;DADS_C3;DADS_C4;DADS_D1;MODEJ;TYPMD1;TYPMD2;TYPMD3;FIFU1;FIFU2;FIFU3;SCFU1;SCFU2;SCFU3;VAL;RESPREG
ID;2019;210987574;CH ARNAY LE DUC;;210012175;04;14;1;355;PUB2;1;0;;0;20004782700064;27;21;27;21;21023;ARNAY-LE-DUC;;0;;6;210012175;2;1;3;R;DES CAPUCINS;BP 49;21230;ARNAY LE DUC;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;210987582;CENTRE HOSPITALIER D'IS-SUR-TILLE;;210780631;04;13;1;106;PUB2;1;0;;0;26210008400017;27;21;27;21;21317;IS-SUR-TILLE;;0;;6;210780631;1;1;21;R;VICTOR HUGO;;21120;IS SUR TILLE;;;;;;;;;;;;;;;;;;;262100084;;;;0;0;;;;;;;;;;P;127
ID;2019;210987590;CH NUITS SAINT GEORGES;;210012175;04;14;1;355;PUB2;1;0;;0;26210014200013;27;21;27;21;21464;NUITS-SAINT-GEORGES;;0;;6;210012175;2;1;55;R;HENRI CHALLAND;BP 89;21703;NUITS ST GEORGES CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;210987616;CH SEURRE;;210012175;04;14;1;355;PUB2;1;0;;0;26210019100010;27;21;27;21;21607;SEURRE;;0;;6;210012175;2;1;14;FG;ST GEORGES;;21250;SEURRE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;210987632;CH LA CHARTREUSE DIJON;;210780607;04;11;1;292;PUB3;1;0;;0;26210006800010;27;21;27;21;21231;DIJON;;0;;6;210780607;1;1;1;BD;CHANOINE KIR;BP 23314;21033;DIJON CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;210987640;CENTRE HOSPITALIER D'AUXONNE;;210780672;04;13;1;106;PUB2;1;0;;0;26210002700016;27;21;27;21;21038;AUXONNE;;0;;6;210780672;1;1;5;R;DU CHÂTEAU;;21130;AUXONNE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;210987657;HOSPICES CIVILS DE BEAUNE;;210012175;04;14;1;355;PUB2;1;0;;0;26210003500019;27;21;27;21;21054;BEAUNE;;0;;6;210012175;2;1;;AV;GUIGONE DE SALINS;BP 104;21203;BEAUNE CEDEX;;;;;210011797;GIE IRM du Pays Beaunois;;;;;;;;;;;;;;20004782700015;;;;0;;;;;;;;;;P;127
ID;2019;210987665;CH HCO SITE DE CHATILLON SUR SEINE;CH - HCO SITE DE CHATILLON SUR S;210012142;04;14;1;355;PUB2;1;0;;0;20004781900095;27;21;27;21;21154;CHATILLON-SUR-SEINE;;0;;8;210012142;2;1;2;R;BARON CLAUDE PETIET;;21400;CHATILLON SUR SEINE;ZAC DU BELVEDERE;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;210987673;CH HCO SITE DE MONTBARD;CH - HCO SITE DE MONTBARD;210012142;04;14;1;355;PUB2;1;0;;0;20004781900152;27;21;27;21;21425;MONTBARD;;0;;6;210012142;2;1;24;R;AUGUSTE CARRE;;21500;MONTBARD;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;210987681;CH HCO SITE DE SAULIEU;CH - HCO SITE DE SAULIEU;210012142;04;14;1;355;PUB2;1;0;;0;20004781900111;27;21;27;21;21584;SAULIEU;;0;;6;210012142;2;1;2;R;COURTEPEE;;21210;SAULIEU;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;;210780706;04;13;1;355;PUB2;1;0;;0;26210018300017;27;21;27;21;21603;SEMUR-EN-AUXOIS;;0;;6;210780706;1;1;3;AV;PASTEUR;BP 28;21140;SEMUR EN AUXOIS;;;;;;;;;;;;;;;;;;;;26210018300017;;;;1;1;;;;;;;;;P;127
ID;2019;210987731;CLCC GEORGES-FRANCOIS LECLERC;;210780417;18;61;3;131;PNL6;6;1;2;0;77820427100010;27;21;27;21;21231;DIJON;;;;6;210780417;2;1;1;R;PROFESSEUR MARION;BP 77980;21079;DIJON CEDEX;;;;;;;;;;;;;;;;;;;;77820427100010;;;;0;;;;;;;;;;P;127
ID;2019;210987939;USLD CH LA CHARTREUSE DIJON;;210780607;04;11;1;362;PUB9;1;0;;0;26210006800051;27;21;27;21;21231;DIJON;;0;;6;210780607;1;1;83;R;DU FG RAINES;;21033;DIJON CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;220000012;CENTRE HOSPITALIER YVES LE FOLL;;220000020;04;13;1;355;PUB2;1;0;;0;26220009000013;53;22;53;22;22278;SAINT-BRIEUC;;0;;6;220000020;2;1;10;R;MARCEL PROUST;BP 2367;22023;ST BRIEUC CEDEX 1;;;;;;Service psychiatrique d'accueil et de liaison;;GIE Groupement d'Imagerie d'Armor;;;;;;;;;;;262200090;26220009000013;;;0;0;;;;;;;;;;P;153
ID;2019;220000095;CTRE HOSPITALIER DINAN;;220000046;04;13;1;355;PUB2;1;0;;0;26220008200010;53;22;53;22;22050;DINAN;;0;;6;220000046;2;1;74;R;CHATEAUBRIAND;BP 91056;22101;DINAN CEDEX;;;;;;;;;;;;;;;;;;;;26220008200010;;;0;0;;;;;;;;;;P;153
ID;2019;220000111;POLYCLINIQUE DU TREGOR;;220000376;09;73;2;365;PLU4;0;4;5;0;31124247300016;53;22;53;22;22113;LANNION;;0;;6;;2;1;;R;DU DR JACQUES FEUILLU;CS 50319;22303;LANNION CEDEX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;153
ID;2019;220000194;CHCB SITE PLEMET;;560014748;04;14;1;355;PUB2;1;0;;0;26561343000114;53;22;53;22;22183;PLEMET;;;;8;560014748;1;1;49;R;DE BODIFFE;BP 19;22210;PLEMET;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220000210;FONDATION BON SAUVEUR;;;05;63;3;292;PNL3;6;1;1;1;387944796;53;22;53;22;22004;BEGARD;;0;;6;;1;1;1;R;BON SAUVEUR;B.P 01;22140;BEGARD;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220000236;CENTRE HOSPITALIER DE PLOUGUERNEVEL;;220017974;09;60;3;292;PNL3;6;1;1;0;40094447600029;53;22;53;22;22220;PLOUGUERNEVEL;;0;;6;;1;1;2;RTE;DE ROSTRENEN;;22110;PLOUGUERNEVEL;;1;400944476;Association Hospitalière de Bretagne;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220000319;CLINIQUE LA CERISAIE;;220000681;15;75;2;161;PLU7;0;5;5;0;33468638300012;53;22;53;22;22360;TREGUEUX;;0;;6;;1;1;53;BD;DE L'ATLANTIQUE;;22950;TREGUEUX;LA VILLE POLO;1;;VP SANTE, 57, rue Bd Heurteloup 37000 TOURS;;;;;;;;;;;;;;;334686383;;;;;0;;;;;;;;;;P;153
ID;2019;220000327;CLINIQUE DU VAL JOSSELIN;;220000699;15;73;2;161;PLU7;0;4;5;0;84439577200016;53;22;53;22;22389;YFFINIAC;;1;220000699;6;;1;1;;R;DU VAL JOSSELIN;;22120;YFFINIAC;;1;844395772;INICEA VAL JOSSELIN;220000327;INICEA VAL JOSSELIN;;;;;;;;;;;;;220000327;;;;0;1;1;;;;;;;;;P;153
ID;2019;220000343;CENTRE HOSPITALIER GUINGAMP;;220000079;04;13;1;355;PUB2;1;0;;0;26220002500019;53;22;53;22;22070;GUINGAMP;;0;;6;220000079;1;1;17;R;DE L'ARMOR;;22200;GUINGAMP;;;;;;;;;;;;;;;;;;;262200025;;;;0;0;;;;;;;;;;P;153
ID;2019;220000368;CENTRE HOSPITALIER LANNION;PIERRE LE DAMANY;220000103;04;13;1;355;PUB2;1;0;;0;26220007400017;53;22;53;22;22113;LANNION;;0;;6;220000103;1;1;;;KERGOMAR;BP 248;22303;LANNION CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220000467;LA MAISON DE VELLEDA;;920030269;09;95;2;109;PLU8;0;4;5;0;30116075000339;53;22;53;22;22172;PLANCOET;;0;;6;;1;;;;Tertre de Bran de Fer;;22130;PLANCOËT;;1;301160750;SAS CLINEA;;;;;;;;;;;;;;;301160750;30116075000339;;;0;0;;;;;;;;;;P;153
ID;2019;220000475;CENTRE SOINS DE SUITE LES CHATELETS;;220020531;09;47;3;109;PNL8;6;1;1;0;77556892600155;53;22;53;22;22215;PLOUFRAGAN;;0;;6;;1;1;6;R;DU BOIS JOLI;;22440;PLOUFRAGAN;;1;775568926;MUTUALITE FRANCAISE COTES D'ARMOR;;;;;;;;;;;;;;;;77556892600155;;;0;0;;;;;;;;;;P;153
ID;2019;220000483;CHCB SITE LOUDEAC;;560014748;04;14;1;355;PUB2;1;0;;0;26561343000023;53;22;53;22;22136;LOUDEAC;;0;;8;560014748;1;1;;R;DE LA CHESNAIE;BP 682;22606;LOUDEAC CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220000541;CENTRE HOSPITALIER PAIMPOL;;220000152;04;13;1;355;PUB2;1;0;;0;26220011600016;53;22;53;22;22162;PAIMPOL;;0;;6;220000152;1;1;;CHE;DE KERPUNS;CS 20091;22501;PAIMPOL CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220000566;CHPP SITE LAMBALLE;;220021968;04;13;1;355;PUB2;1;0;;0;20003476700018;53;22;53;22;22093;LAMBALLE;;0;;6;220021968;2;1;13;R;DU JEU DE PAUME;BP 90527;22405;LAMBALLE CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220000574;CHPP SITE QUINTIN;;220021968;04;13;1;355;PUB2;1;0;;0;26220010800013;53;22;53;22;22262;QUINTIN;;0;;6;220021968;2;1;8;R;DE LA CORDERIE;;22800;QUINTIN;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220000590;CENTRE HELIO MARIN;;220000202;09;61;3;109;PNL8;6;1;1;0;77741755100010;53;22;53;22;22187;PLERIN;;;;6;;1;1;17;R;DR ABEL VIOLETTE;BP 330;22193;PLERIN CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220001259;CENTRE HOSPITALIER TREGUIER;;220005045;04;13;1;355;PUB2;1;0;;0;26220006600013;53;22;53;22;22362;TREGUIER;;0;;6;220005045;1;1;;;TOUR SAINT MICHEL;BP 81;22220;TREGUIER;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220005599;POLYCLINIQUE DU PAYS DE RANCE;;220017842;09;73;2;128;PLU4;0;5;5;0;30544846600030;53;22;53;22;22050;DINAN;;0;;6;;2;1;74;R;DE CHATEAUBRIAND;;22100;DINAN;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220006423;CTRE DE LONG SEJOUR CH PAIMPOL;;220000152;04;13;1;362;PUB9;1;0;;0;26220011600032;53;22;53;22;22162;PAIMPOL;;0;;6;220000152;1;1;;CHE;DE KERPUNS;CS 20091;22501;PAIMPOL CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220012751;HOP DE JOUR ENFANTS ROSTRENEN;;220017974;15;60;3;292;PNL3;6;1;1;0;40094447600102;53;22;53;22;22266;ROSTRENEN;;0;;6;;1;1;14;R;CHAMAILLARD;;22110;ROSTRENEN;;1;400944476;Association Hospitalière de Bretagne;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220012884;CENTRE REEDUC TRESTEL;;220000103;04;13;1;355;PUB2;1;0;;0;26220007400074;53;22;53;22;22379;TREVOU-TREGUIGNEC;;0;;6;220000103;1;1;;;;;22660;TREVOU TREGUIGNEC;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220013106;UNITE DIALYSE BEGARD AUB SANTE;;350000626;07;63;3;146;PNL5;6;4;1;0;30854923700052;53;22;53;22;22004;BEGARD;;0;;6;350000626;1;1;4;AV;PIERRE PERRON;;22140;BEGARD;;0;;;;;;;;;;;;;;;;;308549237;;;;0;0;;;;;;;;;;P;153
ID;2019;220013130;UNITE AUTODIALYSE PAIMPOL - AUB;;350000626;07;63;3;146;PNL5;6;4;1;0;30854923700086;53;22;53;22;22162;PAIMPOL;;0;;6;350000626;1;1;;R;BECOT;;22500;PAIMPOL;;0;;;;;;;;;;;;;;;;;308549237;;;;0;0;;;;;;;;;;P;153
ID;2019;220013155;UNITE AUTODIALYSE SAINT ALBAN - AUB;;350000626;07;63;3;146;PNL5;6;4;1;0;30854923700102;53;22;53;22;22273;SAINT-ALBAN;;0;;6;350000626;1;1;2;R;DE TOURNEMINE;;22400;ST ALBAN;;0;;;;;;;;;;;;;;;;;308549237;;;;0;0;;;;;;;;;;P;153
ID;2019;220014138;CENTRE LONG SEJOUR ROSTRENEN;;220017974;09;60;3;362;PNL9;6;1;1;0;40094447600037;53;22;53;22;22266;ROSTRENEN;;0;;6;;1;1;;R;CORDERIE;;22110;ROSTRENEN;RESIDENCE KERAMOUR;1;400944476;Association Hospitalière de Bretagne;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220014708;CTRE SSRAA L'AVANCÉE;;220017974;09;60;3;109;PNL8;6;1;1;0;40094447600052;53;22;53;22;22278;SAINT-BRIEUC;;0;;6;;1;1;5;PL;DE LA LIBERTE;;22000;ST BRIEUC;;1;400944476;Association Hospitalière de Bretagne;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220016778;CTRE D'ENTRAINEMENT ET REPLI ST BRIEUC;CENTRE HOSPITALIER;350000626;07;63;3;146;PNL5;6;4;1;0;30854923700128;53;22;53;22;22278;SAINT-BRIEUC;;0;;6;350000626;1;1;10;R;MARCEL PROUST;;22023;ST BRIEUC CEDEX 1;;0;;;;;;;;;;;;;;;;;308549237;;;;0;0;;;;;;;;;;P;153
ID;2019;220019061;SSR GERIATRIQUE;PAVILLON CORNOUAILLES;220000020;04;13;1;355;PUB2;1;0;;0;26220009000187;53;22;53;22;22278;SAINT-BRIEUC;;0;;6;220000020;2;1;17;R;DES CAPUCINS;;22000;ST BRIEUC;;;;;;;;;;;;;;;;;;;262200090;26220009000013;;;0;0;;;;;;;;;;P;153
ID;2019;220019558;UNIT DIALYSE LA BEAUCHÉE ST BRIEUC AUB;;350000626;07;63;3;146;PNL5;6;4;1;0;30854923700128;53;22;53;22;22278;SAINT-BRIEUC;;0;;6;350000626;1;1;10;R;DES CHAMPS DE PIES;;22000;ST BRIEUC;;0;;;;;;;;;;;;;;;;;308549237;;;;0;0;;;;;;;;;;P;153
ID;2019;220019616;HAD DU PAYS BRIOCHIN;CENTRE HOSPITALIER PRIVE;220019608;09;60;3;127;PNL10;6;4;1;0;30854923700391;53;22;53;22;22278;SAINT-BRIEUC;;0;;6;;1;1;5;R;LUMIÈRE;;22000;ST BRIEUC;;0;;;;;;;;;;;;;;;;;308549237;;;;0;0;;;;;;;;;;P;153
ID;2019;220019848;UNITE DIALYSE LOUDEAC AUB SANTE;CH DE LOUDEAC;350000626;07;63;3;146;PNL5;6;4;1;0;30854923700383;53;22;53;22;22136;LOUDEAC;;0;;6;350000626;1;1;;R;DE LA CHESNAIE;;22600;LOUDEAC;;0;;;;;;;;;;;;;;;;;308549237;;;;0;0;;;;;;;;;;P;153
ID;2019;220020101;UDM DE LANNION;CH DE LANNION;220000020;04;13;1;355;PUB2;1;0;;0;26220007400017;53;22;53;22;22113;LANNION;;0;;6;220000020;2;1;;;KERGOMAR;BP 248;22303;LANNION CEDEX;;;;;;;;;;;;;;;;;;;262200090;26220009000013;;;0;0;;;;;;;;;;P;153
ID;2019;220020119;UDM DE PAIMPOL;CH DE PAIMPOL;220000020;04;13;1;355;PUB2;1;0;;0;26220011600016;53;22;53;22;22162;PAIMPOL;;0;;6;220000020;2;1;;CHE;DE MALABRY;BP 91;22501;PAIMPOL CEDEX;;;;;;;;;;;;;;;;;;;262200090;26220009000013;;;0;0;;;;;;;;;;P;153
ID;2019;220020341;HAD DU PAYS DE GUINGAMP - AUB;CH DE GUINGAMP;350000626;09;63;3;127;PNL10;6;4;1;0;30854923700417;53;22;53;22;22070;GUINGAMP;;0;;6;;1;1;17;R;D'ARMOR;;22200;GUINGAMP;;0;;;;;;;;;;;;;;;;;308549237;;;;;0;;;;;;;;;;P;153
ID;2019;220020507;UNITE DIALYSE LANNION AUB SANTE;CENTRE HOSPITALIER;350000626;07;63;3;141;PNL5;6;4;1;0;30854923700391;53;22;53;22;22113;LANNION;;0;;6;350000626;1;1;;;CHEMIN DE TROROZEC;;22303;LANNION CEDEX;;0;;;;;;;;;;;;;;;;;308549237;;;;0;0;;;;;;;;;;P;153
ID;2019;220020697;CARIO;;220020895;18;85;2;698;PLU10;0;5;0;0;44996246300054;53;22;53;22;22187;PLERIN;;;;6;220020895;1;1;10;R;FRANCOIS JACOB;;22190;PLERIN;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;153
ID;2019;220021976;UNITE DIALYSE DINAN AUB SANTE;;350000626;07;63;3;146;PNL5;6;4;1;0;30854923700045;53;22;53;22;22050;DINAN;;0;;6;350000626;1;1;20;R;DES MALORINES;;22100;DINAN;;0;;;;;;;;;;;;;;;;;308549237;;;;0;0;;;;;;;;;;P;153
ID;2019;220022149;UDM SITE CH GUINGAMP;CENTRE HOSPITALIER DE GUINGAMP;220000020;04;13;1;355;PUB2;1;0;;0;26220000900013;53;22;53;22;22070;GUINGAMP;;0;;6;220000020;2;1;17;R;DE L'ARMOR;;22200;GUINGAMP;;;;;;;;;;;;;;;;;;;262200090;26220009000013;;;0;0;;;;;;;;;;P;153
ID;2019;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;;220000673;09;73;2;365;PLU4;0;4;5;0;49578003300041;53;22;53;22;22187;PLERIN;;0;;6;;2;1;10;R;FRANCOIS JACOB;;22190;PLERIN;;1;521011510;Hospi Grand Ouest;;;;;;;;;;;;;;;495780033;49578003300041;;;0;0;;;;;;;;;;P;153
ID;2019;230000259;USLD - CH GUERET;;230780041;04;13;1;362;PUB9;1;0;;0;26230960200056;75;23;75;23;23096;GUERET;;0;;6;230780041;1;;4;R;TANGUY PRIGENT;;23000;GUERET;;;;;;;;;;;;;;;;;;;262309602;26230960200015;;;;0;;;;;;;;;;P;175
ID;2019;230000820;CENTRE HOSPITALIER GUERET;;230780041;04;13;1;355;PUB2;1;0;;0;26230960200015;75;23;75;23;23096;GUERET;;0;;6;230780041;1;;39;AV;DE LA SENATORERIE;BP 159;23011;GUERET CEDEX;;;;;;;;;;;;;;;;;;;262309602;26230960200015;;;0;0;;;;;;;;;;P;175
ID;2019;230000838;CENTRE HOSPITALIER D'AUBUSSON;;230780058;04;13;1;355;PUB2;1;0;;0;26230080900015;75;23;75;23;23008;AUBUSSON;;0;;6;230780058;1;1;50;R;HENRI DUNANT;;23200;AUBUSSON;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2019;230000846;C H BERNARD DESPLAS BOURGANEUF;;230780066;04;13;1;355;PUB2;1;0;;0;26230300100016;75;23;75;23;23030;BOURGANEUF;;0;;6;230780066;1;1;;PL;TOURNOIS;BP 27;23400;BOURGANEUF;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2019;230000853;CENTRE HOSPITALIER SAINT VAURY;;230780074;04;11;1;292;PUB3;1;0;;0;26232470000018;75;23;75;23;23247;SAINT-VAURY;;0;;6;230780074;1;1;;;LA VALETTE;BP 60104;23320;ST VAURY;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2019;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;;230780512;04;13;1;355;PUB2;1;0;;0;26230763000018;75;23;75;23;23076;EVAUX-LES-BAINS;;0;;6;230780512;1;1;;;;OUCHES DE BUDELLE;23110;EVAUX LES BAINS;LES GENETS D'OR;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2019;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;;230780520;04;13;1;355;PUB2;1;0;;0;26231760500018;75;23;75;23;23176;LA SOUTERRAINE;;0;;6;230780520;1;1;12;AV;PASTEUR;;23300;LA SOUTERRAINE;CITE DU PUYCHARRAUD;;;;;;;;;;;;;;;;;;;26231760500018;;;0;0;;;;;;;;;;P;175
ID;2019;230003576;UNITE DE DIALYSE GUERET;;870000700;07;60;3;146;PNL5;6;4;1;0;31273236500126;75;23;75;23;23096;GUERET;;0;;6;870000700;1;1;;CHE;DES AMOUREUX;;23000;GUERET;;0;;;;;;;;;;;;;;;;;;31273236500126;;;;0;;;;;;;;;;P;175
ID;2019;230004657;SITE CROIX BLANCHE;;230780058;04;13;1;355;PUB2;1;0;;0;26230080900080;75;23;75;23;23140;MOUTIER-ROZEILLE;;0;;6;230780058;1;1;3;;COTE RIBIERE;;23200;MOUTIER ROZEILLE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2019;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;ALFRED LEUNE;750005068;09;47;3;129;PNL4;6;1;1;0;44192191300188;75;23;75;23;23193;SAINTE-FEYRE;;0;;6;;2;1;4;;LES BAINS;;23000;STE FEYRE;MGEN;1;441921913;Etablissement de Médecine SSR et EHPAD - Groupe MGEN;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2019;230780157;CLINIQUE DE LA MARCHE GUERET;;230000861;09;73;2;365;PLU4;0;4;5;0;99565009000013;75;23;75;23;23096;GUERET;;0;;6;;2;1;57;AV;DU BERRY;BP 9;23011;GUERET CEDEX;;0;;;;;;;;;;;;;;;;;995650090;99565009000013;;;0;0;;;;;;;;;;P;175
ID;2019;230780181;CLINIQUE CHATELGUYON VIERSAT;;230000879;15;75;2;161;PLU7;0;4;5;0;39281626000013;75;23;75;23;23261;VIERSAT;;0;;6;;1;1;22;R;CHATEL GUYON;;23170;VIERSAT;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2019;230782617;CRRF ANDRE LALANDE;;920028560;09;63;3;109;PNL8;6;1;1;0;43997564000285;75;23;75;23;23143;NOTH;;0;;6;;1;1;;;;LA FOT;23300;NOTH;;;;;;;;;;;;;;;;;;;439975640;43997564000285;;;0;0;;;;;;;;;;P;175
ID;2019;240000091;C.H DE LANMARY;;240000034;04;11;1;355;PUB2;1;0;;0;26240592100012;75;24;75;24;24011;ANTONNE-ET-TRIGONANT;;0;;6;240000034;1;1;;;;Lieu-dit Lanmary;24420;ANTONNE ET TRIGONANT;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2019;240000174;CENTRE HOSPITALIER DE BELVES;;240000042;04;13;1;106;PUB2;1;0;;0;26240562400012;75;24;75;24;24035;PAYS DE BELVES;;0;;6;240000042;1;1;;PL;MAURICE BIRABEN;;24170;PAYS DE BELVES;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2019;240000190;POLYCLINIQUE FRANCHEVILLE;;240000596;09;73;2;365;PLU4;0;4;5;0;33156513500034;75;24;75;24;24322;PERIGUEUX;;0;;6;;2;1;4;Place;Francheville;BP 4063;24004;PERIGUEUX CEDEX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;175
ID;2019;240000208;CLINIQUE PASTEUR;;240000612;09;73;2;365;PLU4;0;4;5;0;33031985600028;75;24;75;24;24037;BERGERAC;;0;;6;;2;1;54;R;DU PROFESSEUR POZZI;;24100;BERGERAC;;0;;;240009787;scm de centre de radiologie;640797544;gie lithotricie;240003418;gie irm;240014225;scanner;;;;;;;;;;;0;0;;;;;;;;;;P;175
ID;2019;240000216;CLINIQUE DU PARC;;240000620;09;73;2;128;PLU4;0;4;5;0;31069064900010;75;24;75;24;24322;PERIGUEUX;;0;;6;;2;1;26;R;PAUL- LOUIS COURIER;;24009;PERIGUEUX CEDEX;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2019;240000273;CLINIQUE PIERRE DE BRANTOME;;920030269;09;95;2;109;PLU8;0;4;5;0;30116075000412;75;24;75;24;24064;BRANTOME EN PERIGORD;;0;;6;;1;;;;LES BALANS;LES BALANS;24310;BRANTOME EN PERIGORD;;1;;;;;;;;;;;;;;;;;301160750;30116075000412;;;;0;;;;;;;;;;P;175
ID;2019;240000307;CENTRE MEDICAL CHATEAU DE BASSY;;330056540;09;40;3;109;PNL8;6;1;4;0;42349433500080;75;24;75;24;24462;SAINT-MEDARD-DE-MUSSIDAN;;0;;6;;1;1;1;R;DU BOSQUET;BP 85;24400;ST MEDARD DE MUSSIDAN;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;175
ID;2019;240000372;C.H DE BERGERAC;;240000059;04;13;1;355;PUB2;1;0;;0;26240563200015;75;24;75;24;24037;BERGERAC;;0;;6;240000059;1;;9;AV;ALBERT CALMETTE;BP 820;24108;BERGERAC CEDEX;;;;;;;;;;;;;;;;;;;262405632;26240563200015;;;0;0;;;;;;;;;;P;175
ID;2019;240000414;CENTRE HOSPITALIER DE DOMME;;240000067;04;13;1;106;PUB2;1;0;;0;26240570700015;75;24;75;24;24152;DOMME;;0;;6;240000067;1;1;3;R;DE L'HOPITAL;;24250;DOMME;;;;;;;;;;;;;;;;;;;262405707;;;;;0;;;;;;;;;;P;175
ID;2019;240000455;CENTRE HOSPITALIER D'EXCIDEUIL;;240000075;04;13;1;106;PUB2;1;0;;0;26240571500018;75;24;75;24;24164;EXCIDEUIL;;;;6;240000075;1;1;2;ALL;ANDRE MAUROIS;;24160;EXCIDEUIL;;;;;;;;;;;;;;;;;;;262405715;26240571500018;;;0;0;;;;;;;;;;P;175
ID;2019;240000463;CENTRE HOSPITALIER VAUCLAIRE;;240000083;04;11;1;292;PUB3;1;0;;0;26240593900014;75;24;75;24;24294;MONTPON-MENESTEROL;;0;;6;240000083;1;1;;;;;24700;MONTPON MENESTEROL;;;;;;;;;;;;;;;;;;;262405939;26240593900014;;;;0;;;;;;;;;;P;175
ID;2019;240000471;CENTRE HOSPITALIER DE NONTRON;;240000109;04;13;1;106;PUB2;1;0;;0;26240587100019;75;24;75;24;24311;NONTRON;;0;;6;240000109;1;1;1;PL;DE L EGLISE;BP 104;24300;NONTRON;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
