bor;an;fi;rs;rscom;fi_ej;grp;stj;stjr;cat;catr;espic;mft;ccr;nat;sir;reg;dep;reg_diff;dep_diff;COMINSEE;NOMCOM;ARMT;CHLEJ0;FIPRE;ETAT_SAISIE;FINRAT;VAGUE;PROVENANCE;NUMVOI;TYPVOI;NOMVOI;BP;CPO;LIBCOM;COMPD;FILIALE0;SIRTET;RSTET;FIAUT1;RSAUT1;FIAUT2;RSAUT2;FIAUT3;RSAUT3;FIAUT4;RSAUT4;FIAUT5;RSAUT5;FIAUT6;RSAUT6;FIAUT7;RSAUT7;DADS_C1;DADS_C2;DADS_C3;DADS_C4;DADS_D1;MODEJ;TYPMD1;TYPMD2;TYPMD3;FIFU1;FIFU2;FIFU3;SCFU1;SCFU2;SCFU3;VAL;RESPREG
ID;2019;010000024;CENTRE HOSPITALIER DE FLEYRIAT;;010780054;04;13;1;355;PUB2;1;0;;0;26010004500012;84;01;84;01;01451;VIRIAT;;0;;8;010780054;1;1;900;RTE;DE PARIS;;01440;VIRIAT;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;010000032;CENTRE HOSPITALIER DE BELLEY;;010780062;04;13;1;355;PUB2;1;0;;0;26010003700019;84;01;84;01;01034;BELLEY;;;;6;010780062;1;1;52;Rue;GEORGES GIRERD;BP 139;01300;BELLEY;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2019;010000065;CH DE TREVOUX - MONTPENSIER;;010780096;04;13;1;355;PUB2;1;0;;0;26010028400017;84;01;84;01;01427;TREVOUX;;0;;6;010780096;1;1;14;R;DE L'HOPITAL;BP 615;01606;TREVOUX CEDEX;;;;;;;;;;;;;;;;;;;;26010028400017;;;;0;;;;;;;;;;P;184
ID;2019;010000081;CENTRE HOSPITALIER DU PAYS DE GEX;;010780112;04;13;1;106;PUB2;1;0;;0;26010010200011;84;01;84;01;01173;GEX;;0;;6;010780112;1;1;160;R;MARC PANISSOD;BP 437;01174;GEX CEDEX;;;;;;;;;;;;;;;;;;;;26010010200011;;;;0;;;;;;;;;;P;184
ID;2019;010000099;CENTRE HOSPITALIER DE MEXIMIEUX;;010780120;04;13;1;106;PUB2;1;0;;0;26010013600019;84;01;84;01;01244;MEXIMIEUX;;0;;6;010780120;1;1;13;AV;DU DOCTEUR BOYER;;01800;MEXIMIEUX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;010000107;CENTRE HOSPITALIER DE PONT DE VAUX;;010780138;04;13;1;106;PUB2;1;0;;0;26010020100052;84;01;84;01;01305;PONT-DE-VAUX;;0;;6;010780138;1;1;;CHE;DES NIVRES;BP 55;01190;PONT DE VAUX;;;;;;;;;;;;;;;;;;;260100201;26010020100052;;;0;0;;;;;;;;;;P;184
ID;2019;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;;010009132;04;14;1;355;PUB2;1;0;;0;20003004700019;84;01;84;01;01306;PONT-DE-VEYLE;;0;;8;010009132;2;1;;R;PIERRE GOUJON;BP 68;01290;PONT DE VEYLE;;;;;;;;;;;;;;;;;;;;20003004700019;;;;0;;;;;;;;;;P;184
ID;2019;010000131;CHI AIN VAL DE SAONE - THOISSEY;;010009132;04;14;1;355;PUB2;1;0;;0;20003004700076;84;01;84;01;01420;THOISSEY;;0;;8;010009132;2;1;11;R;DE L HOPITAL;;01140;THOISSEY;;;;;;;;;;;;;;;;;;;;20003004700019;;;0;0;;;;;;;;;;P;184
ID;2019;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;;010007987;04;11;1;355;PUB2;1;0;;0;26011019200044;84;01;84;01;01185;HAUTEVILLE-LOMPNES;;;;6;010007987;2;1;;AV;FELIX MANGINI;BP 41;01110;HAUTEVILLE LOMPNES;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;010000198;CH PUBLIC HAUTEVILLE - UNITE INTERDEPT;;010007987;04;11;1;355;PUB2;1;0;;0;26011019200051;84;01;84;01;01185;HAUTEVILLE-LOMPNES;;;;6;010007987;2;1;;AV;FELIX MANGINI;BP 41;01110;HAUTEVILLE LOMPNES;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;010000214;CH PUBLIC HAUTEVILLE - UNITE ALBARINE;;010007987;04;11;1;355;PUB2;1;0;;0;26011019200028;84;01;84;01;01185;HAUTEVILLE-LOMPNES;;;;6;010007987;2;1;;AV;RUE DES NARCISSES;BP 41;01110;HAUTEVILLE LOMPNES;;;;;;;;;;;;;;;;;;;260110192;26011019200010;;;0;0;;;;;;;;;;P;184
ID;2019;010000495;CENTRE PSYCHOTHERAPIQUE DE L'AIN;;010783009;15;61;3;292;PNL3;6;1;1;0;77554456200108;84;01;84;01;01053;BOURG-EN-BRESSE;;0;;6;;1;1;;AV;DE MARBOZ;;01012;BOURG EN BRESSE CEDEX;;0;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;P;184
ID;2019;010002129;CLINIQUE DE READAPTATION LES ARBELLES;;750056335;09;95;2;109;PLU8;0;4;5;0;34117411801162;84;01;84;01;01053;BOURG-EN-BRESSE;;0;;8;;1;1;554;R;LEOPOLD LE HON;;01000;BOURG EN BRESSE;;1;341174118;SAS MEDICA;;;;;;;;;;;;;;;341174118;;;;0;0;;;;;;;;;;P;184
ID;2019;010005239;CH DU HAUT BUGEY - GEOVREISSET;;010008407;04;14;1;355;PUB2;1;0;;0;26011021800088;84;01;84;01;01283;OYONNAX;;0;;6;010008407;1;;1;ROUTE;DE VEYZIAT;CS 20100;01117;OYONNAX CEDEX;;;;;010005189;GIE IMAGERIE MEDICALE;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;010005379;HAD DE L'HOPITAL PRIVE D'AMBERIEU;;010010718;09;95;2;127;PLU10;0;4;5;0;44453276600011;84;01;84;01;01004;AMBERIEU-EN-BUGEY;;0;;6;;1;1;;EN;PRAGNAT NORD;;01500;AMBERIEU EN BUGEY;;1;529255788;GROUPE C2S;;;;;;;;;;;;;;;811571447;;;;0;0;;;;;;;;;;P;184
ID;2019;010006526;AURAL UNITE DIALYSE CH HAUT BUGEY;;690796552;07;60;3;146;PNL5;6;4;1;0;30690522500406;84;01;84;01;01283;OYONNAX;;0;;6;690796552;1;1;2;RTE;DE VEYZIAT;;01100;OYONNAX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2019;010007300;CLINIQUE AMBULATOIRE CENDANEG;;010007292;09;72;2;128;PLU4;0;4;5;0;42111199800033;84;01;84;01;01313;PREVESSIN-MOENS;;0;;6;;2;1;180;RTE;DU NANT;;01280;PREVESSIN MOENS;CENTRE MEDICAL EUROPA;0;;;;;;;;;;;;;;;;;;42111199800033;;;0;0;;;;;;;;;;P;184
ID;2019;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;;010783009;09;61;3;109;PNL8;6;1;1;0;77554456200017;84;01;84;01;01053;BOURG-EN-BRESSE;;0;;6;;1;1;900;RTE;DE PARIS;BP 401 - VIRIAT;01012;BOURG EN BRESSE CEDEX;SITE DU CH FLEYRIAT;1;775544562;ORSAC;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;010009314;SSR HOTEL DIEU DE FLEYRIAT;;010780054;04;13;1;355;PUB2;1;0;;0;26010004500012;84;01;84;01;01053;BOURG-EN-BRESSE;;0;;6;010780054;1;1;47;BD;DE BROU;;01000;BOURG EN BRESSE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;010009702;USLD EMILE PELICAND;;010780054;04;13;1;362;PUB9;1;0;;0;26010004500012;84;01;84;01;01053;BOURG-EN-BRESSE;;0;;6;010780054;1;1;10;AV;LOUIS JOURDAN;;01002;BOURG EN BRESSE CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;010010171;CLINIQUE DE CHATILLON;;010011559;15;95;2;161;PLU7;0;4;5;0;52424699800024;84;01;84;01;01091;CHATILLON-EN-MICHAILLE;;0;;6;;1;1;539;R;SAINTE CLEMENCE - CHATILLON EN MICHAILLE;;01200;VALSERHONE;;0;;;;;;;;;;;;;;;;;524246998;;;;0;0;;;;;;;;;;P;184
ID;2019;010780195;CLINIQUE CONVERT;;010000156;09;73;2;365;PLU4;0;5;5;0;77220148900022;84;01;84;01;01053;BOURG-EN-BRESSE;;0;;6;;2;1;62;AV;DE JASSERON;BP 132;01000;BOURG EN BRESSE;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2019;010780203;HOPITAL PRIVE D'AMBERIEU;;010010718;09;95;2;365;PLU4;0;4;5;0;81157144700010;84;01;84;01;01004;AMBERIEU-EN-BUGEY;;0;;6;;2;1;;EN;PRAGNAT NORD;;01506;AMBERIEU EN BUGEY CEDEX;;1;529255788;GROUPE C2S;;;;;;;;;;;;;;;811571447;81157144700010;;;0;0;;;;;;;;;;P;184
ID;2019;010780252;CRF L'ORCET;;010783009;09;61;3;109;PNL8;6;1;1;0;77554456200017;84;01;84;01;01185;HAUTEVILLE-LOMPNES;;;;6;;1;1;180;R;DU DOCTEUR DELANNOY;BP 5;01110;HAUTEVILLE LOMPNES;;1;775544562;ORSAC;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;010780278;CTRE DE RÉÉDUCATION MANGINI;;010783009;09;61;3;109;PNL8;6;1;1;0;77554456200017;84;01;84;01;01185;HAUTEVILLE-LOMPNES;;;;6;;1;1;1436;AV;FELIX MANGINI;BP 27;01110;HAUTEVILLE LOMPNES;;1;775544562;ORSAC;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;010780294;NEPHROCARE CH BELLEY;;690000278;07;95;2;141;PLU5;0;4;5;0;30096471500043;84;01;84;01;01034;BELLEY;;0;;6;690000278;1;1;54;R;GEORGES GIRERD;;01300;BELLEY;;1;300964715;NEPHROCARE RHONE ALPES;;;;;;;;;;;;;;;300964715;30096471500043;;;0;0;;;;;;;;;;P;184
ID;2019;010780310;CENTRE DE PNEUMOLOGIE CLAIR SOLEIL;;010000222;09;95;2;109;PLU8;0;4;5;0;54612012200017;84;01;84;01;01185;HAUTEVILLE-LOMPNES;;0;;6;;1;1;135;R;DES VILLAS;;01110;HAUTEVILLE LOMPNES;;1;810190967;5 SANTE;;;;;;;;;;;;;;;546120122;54612012200017;;;0;0;;;;;;;;;;P;184
ID;2019;010780328;CENTRE MEDICAL LE MODERN;;010000222;09;95;2;109;PLU8;0;4;5;0;54612012200025;84;01;84;01;01185;HAUTEVILLE-LOMPNES;;0;;6;;1;1;311;R;DE LA CHAPELLE;;01110;HAUTEVILLE LOMPNES;;1;810190967;5 SANTE;;;;;;;;;;;;;;;546120122;;;;0;0;;;;;;;;;;P;184
ID;2019;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;;750005068;09;47;3;109;PNL8;6;1;1;0;44192191300204;84;01;84;01;01082;CHANAY;;0;;6;;1;1;7;RUE;DU CHÂTEAU;;01420;CHANAY;;1;441921913;MGEN;;;;;;;;;;;;;;;441921913;44192191300204;;;;0;;;;;;;;;;P;184
ID;2019;010780492;CRF ROMANS-FERRARI;;360000707;09;61;3;109;PNL8;6;1;1;0;77936703600059;84;01;84;01;01249;MIRIBEL;;0;;6;;1;1;;R;DE LA CHANAL;BP 10118;01700;MIRIBEL;;0;;;;;;;;;;;;;;;;;779367036;77936703600059;;;0;0;;;;;;;;;;P;184
ID;2019;010780708;CLINIQUE SSR CHATEAU DE GLETEINS;;310021381;09;75;2;109;PLU8;0;4;5;0;76620020800011;84;01;84;01;01194;JASSANS-RIOTTIER;;0;;6;;1;1;315;R;EDOUARD HERRIOT;;01480;JASSANS RIOTTIER;CHATEAU DE GLETEINS;1;447800475;Groupe KORIAN;;;;;;;;;;;;;;;766200208;76620020800011;;;;0;;;;;;;;;;P;184
ID;2019;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;;750721334;09;61;3;109;PNL8;6;1;0;0;77567227205586;84;01;84;01;01185;HAUTEVILLE-LOMPNES;;0;;6;;1;1;;R;DU 11 NOVEMBRE 1918;BP 39;01110;HAUTEVILLE LOMPNES;CHATEAU D'ANGEVILLE;1;775672272;CROIX ROUGE FRANCAISE;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;010786259;USLD CH DE NANTUA;;010008407;04;14;1;362;PUB9;1;0;;0;26011021800062;84;01;84;01;01269;NANTUA;;;;6;010008407;1;;50;Rue;PAUL PAINLEVÉ;BP 119;01130;NANTUA;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;010789006;UNITE DE DIALYSE BOURG EN BRESSE;SANTELYS BFC;210012290;07;61;3;146;PNL5;6;4;1;0;80535715900153;84;01;84;01;01451;VIRIAT;;0;;6;210012290;1;1;6;R;GAY LUSSAC;;01440;VIRIAT;;1;590799995;SANTELYS ASSOCIATION;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;010789576;USLD;;010780096;04;13;1;362;PUB9;1;0;;0;26010028400033;84;01;84;01;01322;REYRIEUX;;0;;6;010780096;1;1;941;CHE;DE VEISSIEUX LE HAUT;;01600;REYRIEUX;;;;;;;;;;;;;;;;;;;;26010028400017;;;0;0;;;;;;;;;;P;184
ID;2019;010789717;USLD CH D'OYONNAX;;010008407;04;14;1;362;PUB9;1;0;;0;26011021800039;84;01;84;01;01283;OYONNAX;;;;6;010008407;1;;1;Rue;BELLEVUE;;01108;OYONNAX CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;020000089;CH GUISE;;020000022;04;13;1;355;PUB2;1;0;;0;26020865700015;32;02;32;02;02361;GUISE;;0;;9;020000022;1;;858;R;DES DOCTEURS DEVILLERS;;02120;GUISE;;;;;;;;;;;;;;;;;;;260208657;26020865700015;;;0;0;;;;;;;;;;A;132
ID;2019;020000097;CH LA FÈRE;CENTRE GÉRONTOLOGIQUE;020000048;04;13;1;355;PUB2;1;0;;0;26020866500018;32;02;32;02;02304;LA FERE;;0;;9;020000048;1;1;2;AV;DUPUIS;;02800;LA FERE;;;;;;;;;;;;;;;;;;;;26020866500018;;;0;0;;;;;;;;;;A;132
ID;2019;020000105;CH LE NOUVION-EN-THIÉRACHE;;020000055;04;13;1;355;PUB2;1;0;;0;26020009200013;32;02;32;02;02558;LE NOUVION-EN-THIERACHE;;0;;9;020000055;1;1;40;R;ANDRÉ RIDDERS;BP 16;02170;LE NOUVION EN THIERACHE;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;A;132
ID;2019;020000162;CH SAINT-QUENTIN;;020000063;04;13;1;355;PUB2;1;0;;0;26020861600011;32;02;32;02;02691;SAINT-QUENTIN;;0;;9;020000063;1;1;1;R;MICHEL DE L'HOSPITAL;BP 608;02321;ST QUENTIN CEDEX;;;;;020015665;GCS Sterhospic;;;;;;;;;;;;;260208616;26020861600011;26020861600136;26020861600144;1;0;;;;;;;;;;A;132
ID;2019;020000246;CH VERVINS;;020000071;04;13;1;355;PUB2;1;0;;0;26020010000014;32;02;32;02;02789;VERVINS;;;;9;020000071;1;;20;PL;DE LA LIBERTÉ;;02140;VERVINS;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;A;132
ID;2019;020000303;HOPITAL VILLIERS SAINT DENIS;LA RENAISSANCE SANITAIRE;750814030;09;63;3;365;PNL4;6;1;1;0;77566179600034;32;02;32;02;02818;VILLIERS-SAINT-DENIS;;0;;6;;2;1;1;R;VICTOR ET LOUISE MONTFORT;;02310;VILLIERS ST DENIS;;0;;;;;;;;;;;;;;;;;775661796;77566179600034;;;0;1;;1;;020016341;;;;;;P;132
ID;2019;020000360;CLINIQUE COURLANCY SOISSONS;CLINIQUE SAINT CHRISTOPHE;020014742;09;95;2;128;PLU4;0;4;5;0;43991616400015;32;02;32;02;02722;SOISSONS;;0;;6;;2;1;30;R;DE LA VICTOIRE;;02200;SOISSONS;;1;337180160;SA POLYCLINIQUE DE COURLANCY;;SOISSONS IMAGERIE RADIOLOGIE;;;;;;;;;;;;;439916164;;;;;0;;;;;;;;;;P;132
ID;2019;020000386;CLINIQUE DE LA ROSERAIE;;020000600;15;95;2;161;PLU7;0;4;5;0;71728025900028;32;02;32;02;02722;SOISSONS;;0;;6;;1;1;6;ALL;OLIVIER MESSIAEN;;02200;SOISSONS;PARC GOURAUD;;;;;;;;;;;;;;;;;;717280259;71728025900028;;;;0;;;;;;;;;;P;132
ID;2019;020000394;CH LAON;;020000253;04;13;1;355;PUB2;1;0;;0;26020871500011;32;02;32;02;02408;LAON;;;;9;020000253;1;;33;R;MARCELIN BERTHELOT;;02001;LAON CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;A;132
ID;2019;020000519;CH SOISSONS;;020000261;04;13;1;355;PUB2;1;0;;0;26020862400015;32;02;32;02;02722;SOISSONS;;0;;9;020000261;1;1;46;AV;DU GÉNÉRAL DE GAULLE;;02209;SOISSONS CEDEX;;;;;;;;;;;;;;;;;;;260208624;26020862400015;;;0;0;;;;;;;;;;A;132
ID;2019;020000535;CH CHAUNY;;020000287;04;13;1;355;PUB2;1;0;;0;26020864000011;32;02;32;02;02173;CHAUNY;;0;;9;020000287;1;1;94;SQ;DES ANCIENS COMBATTANTS;;02303;CHAUNY CEDEX;;;;;;;;;;;;;;;;;;;260208640;;;;0;0;;;;;;;;;;A;132
ID;2019;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;;020000295;14;11;1;292;PUB3;1;0;;0;26020034000016;32;02;32;02;02619;PREMONTRE;;0;;9;020000295;1;1;;AV;DE L'HÔPITAL;;02320;PREMONTRE;;;;;;;;;;;;;;;;;;;260200340;26020034000016;;;0;0;;;;;;;;;;A;132
ID;2019;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;;020003620;04;12;1;355;PUB2;1;0;;0;26020035700010;32;02;32;02;02680;SAINT-GOBAIN;;0;;9;020003620;1;1;;RTE;DE SAINT-NICOLAS;;02410;ST GOBAIN;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;A;132
ID;2019;020001061;CH CHÂTEAU-THIERRY;;020004404;04;13;1;355;PUB2;1;0;;0;26020863200018;32;02;32;02;02168;CHATEAU-THIERRY;;0;;9;020004404;1;1;;RTE;DE VERDILLY;;02400;CHATEAU THIERRY;;;;;;;;;;;;;;;;;;;;26020863200018;;;;0;;;;;;;;;;A;132
ID;2019;020001087;CH HIRSON;BRISSET;020004495;04;13;1;355;PUB2;1;0;;0;26020007600016;32;02;32;02;02381;HIRSON;;;;9;020004495;1;;40;R;AUX LOUPS;;02500;HIRSON;;;;;;;;;;;;;;;;;;;260200076;;;;;0;;;;;;;;;;A;132
ID;2019;020001772;UNITE DE DIALYSE DE CHAUNY;;590799995;07;61;3;146;PNL5;6;4;0;0;77562471100286;32;02;32;02;02173;CHAUNY;;0;;6;590799995;1;1;45;R;PASTEUR;;02300;CHAUNY;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;132
ID;2019;020001913;UNITE DE DIALYSE DE LAON;;590799995;07;61;3;146;PNL5;6;4;0;0;77562471100401;32;02;32;02;02408;LAON;;0;;6;590799995;1;1;46;R;DU 13 OCTOBRE 1918;;02000;LAON;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;132
ID;2019;020003877;SSR CH LAON;;020000253;04;13;1;355;PUB2;1;0;;0;26020871500102;32;02;32;02;02408;LAON;;;;9;020000253;1;;38;R;MARGUERITE CLERBOUT;SEMILLY-SOUS-LAON;02000;LAON;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;A;132
ID;2019;020004156;CLINIQUE TEMPS DE VIE SAINT-QUENTIN;SAINTE MONIQUE;590805065;15;60;3;161;PNL7;7;4;0;0;39434217400288;32;02;32;02;02691;SAINT-QUENTIN;;0;;6;;1;1;4;R;PAUL DOUMER;;02100;ST QUENTIN;;1;394342174;TEMPS DE VIE (DEVELOPPEMENT DES EQUIPTS);;;;;;;;;;;;;;;394342174;;;;0;0;;;;;;;;;;P;132
ID;2019;020004297;HAD AMSAM SOISSONS;;020005179;09;61;3;127;PNL10;7;4;0;0;77554727600086;32;02;32;02;02722;SOISSONS;;0;;6;;1;1;31;R;ANNE MORGAN;BP 111;02203;SOISSONS CEDEX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;132
ID;2019;020004677;USLD CH SOISSONS;L'ÉCLAIRCIE;020000261;04;13;1;362;PUB9;1;0;;0;26020862400031;32;02;32;02;02064;BELLEU;;0;;9;020000261;1;1;;R;D'OULCHY LE CHÂTEAU;;02200;BELLEU;;;;;;;;;;;;;;;;;;;260208624;26020862400015;;;0;0;;;;;;;;;;A;132
ID;2019;020005476;USLD CH LAON;LES TUILLERIES;020000253;04;13;1;362;PUB9;1;0;;0;26020871500078;32;02;32;02;02408;LAON;;0;;9;020000253;1;;38;R;MARGUERITE CLERBOUT;;02000;LAON;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;A;132
ID;2019;020006441;UNITE DIALYSE DE COURMELLES;;590799995;07;61;3;146;PNL5;6;4;0;0;77562471100203;32;02;32;02;02226;COURMELLES;;0;;6;590799995;1;1;58;PL;ST GEORGES;;02200;COURMELLES;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;132
ID;2019;020006664;CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN;;020000063;14;13;1;355;PUB2;1;0;;0;26020861600094;32;02;32;02;02691;SAINT-QUENTIN;;0;;9;020000063;1;1;241;R;DE FAYET;;02321;ST QUENTIN CEDEX;;;;;;;;;;;;;;;;;;;260208616;26020861600094;26020861600128;;0;0;;;;;;;;;;A;132
ID;2019;020009684;USLD MSB BOHAIN-EN-VERMANDOIS;MAISON DE SANTÉ ET CURE MÉDICALE;020002085;04;13;1;362;PUB9;1;0;;0;26020867300046;32;02;32;02;02095;BOHAIN-EN-VERMANDOIS;;0;;9;020002085;1;1;57;R;OLIVIER DEGUISE;;02110;BOHAIN EN VERMANDOIS;;;;;;;;;;;;;;;;;;;;26020867300012;;;0;0;;;;;;;;;;A;132
ID;2019;020010047;HOPITAL PRIVE SAINT CLAUDE;;020001632;09;73;2;365;PLU4;0;5;5;0;32345727500010;32;02;32;02;02691;SAINT-QUENTIN;;0;;6;;2;1;1;BD;DU DOCTEUR SCHWEITZER;CS 90448;02315;ST QUENTIN CEDEX;;1;498807619;elsan developpement mco;;scm imagerie cz;020003208;gie imagerie medicale du vermandois;020015087;synlab diagnostic;;;;;;;;;323457275;32345727500010;;;0;0;;;;;;;;;;P;132
ID;2019;020010310;SSR AURORE BUCY-LE-LONG;;750719361;09;61;3;109;PNL8;6;1;1;0;77568497000723;32;02;32;02;02131;BUCY-LE-LONG;;0;;6;;1;1;2;R;DUTOUR DE NOIRFOSSE;;02880;BUCY LE LONG;CHÂTEAU DES RUISSEAUX;0;;;;;;;;;;;;;;;;;;77568497000723;;;0;0;;;;;;;;;;P;132
ID;2019;020010898;HAD CRF CHAUNY;;750721334;09;61;3;127;PNL10;7;4;3;0;77567227220908;32;02;32;02;02173;CHAUNY;;0;;6;;1;1;4C;R;FERDINAND BUISSON;;02300;CHAUNY;;0;;;;;;;;;;;;;;;;;775672272;77567227220908;;;0;0;;;;;;;;;;P;132
ID;2019;020012860;UNITE DE DIALYSE DE SAINT-QUENTIN;;590799995;07;61;3;146;PNL5;6;4;0;0;77562471100294;32;02;32;02;02691;SAINT-QUENTIN;;0;;6;590799995;1;1;263;R;DE FAYET;;02100;ST QUENTIN;ZAC DU BOIS DE LA CHOCQUE;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;132
ID;2019;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;;590805065;09;60;3;127;PNL10;7;4;x;0;39434217400023;32;02;32;02;02691;SAINT-QUENTIN;;0;;6;;1;1;4;R;PAUL DOUMER;;02100;ST QUENTIN;;0;;;;;;;;;;;;;;;;;394342174;39434217400023;;;0;0;;;;;;;;;;P;132
ID;2019;020016242;UNITE DE DIALYSE DE GUISE;;590799995;07;61;3;146;PNL5;6;4;0;0;77562471100237;32;02;32;02;02361;GUISE;;0;;6;590799995;1;1;934;R;DES DOCTEURS DEVILLERS;;02120;GUISE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;132
ID;2019;020016341;SSR RENAISSANCE SOISSONS;;750814030;09;63;3;109;PNL8;6;1;1;0;77566179600141;32;02;32;02;02722;SOISSONS;;0;;6;;1;1;46;AV;DU GÉNÉRAL DE GAULLE;;02200;SOISSONS;;0;;;;;;;;;;;;;;;;;775661796;77566179600034;;;0;0;;;;;;;;;;P;132
ID;2019;020016366;SMUR CH SAINT-QUENTIN GUISE;;020000063;04;13;1;355;PUB2;1;0;;0;26020861600011;32;02;32;02;02361;GUISE;;0;;9;020000063;1;1;858;R;DES DOCTEURS DEVILLERS;;02120;GUISE;;;;;;;;;;;;;;;;;;;260208616;26020861600011;;;0;0;;;;;;;;;;A;132
ID;2019;020017075;UNITE DE DIALYSE DE CHATEAU-THIERRY;;590799995;07;61;3;146;PNL5;6;4;0;0;77562471100104;32;02;32;02;02168;CHATEAU-THIERRY;;0;;6;590799995;1;1;;RTE;DE VERDILLY;LA CHARITE;02400;CHATEAU THIERRY;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;132
ID;2019;030000012;CH DE NERIS LES BAINS;;030180020;04;13;1;355;PUB2;1;0;;0;26030498500013;84;03;84;03;03195;NERIS-LES-BAINS;;0;;6;030180020;1;1;16;R;VOLTAIRE;;03310;NERIS LES BAINS;;;;;030785216;EHPAD LES HIRONDELLES;030784177;HEBERGEMENT TEMPORAIRE ET EHPAD PAVILLON CUVELIER;030785224;SERVICE DE SOINS A DOMICILE;;;;;;;;;;26030498500013;;;0;0;;;;;;;;;;P;184
ID;2019;030000061;CENTRE HOSPITALIER DE MOULINS;;030780092;04;13;1;355;PUB2;1;0;;0;26030383900013;84;03;84;03;03190;MOULINS;;0;;6;030780092;1;1;10;AV;DU GENERAL DE GAULLE;BP 609;03006;MOULINS CEDEX;;;;;;;;;;;;;;;;;;;260303839;26030383900013;;;0;0;;;;;;;;;;P;184
ID;2019;030000079;CENTRE HOSPITALIER DE MONTLUCON;;030780100;04;13;1;355;PUB2;1;0;;0;26030017300010;84;03;84;03;03185;MONTLUCON;;0;;6;030780100;1;1;18;AV;DU 8 MAI 1945;;03109;MONTLUCON CEDEX;;;;;;;;;;;;;;;;;;;260300173;;;;;0;;;;;;;;;;P;184
ID;2019;030000087;CH JACQUES LACARIN VICHY;;030780118;04;13;1;355;PUB2;1;0;;0;26030026400017;84;03;84;03;03310;VICHY;;0;;6;030780118;2;1;;BD;DENIERE;BP 2757;03201;VICHY CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;030000095;CH DE BOURBON L'ARCHAMBAULT;;030780126;04;13;1;355;PUB2;1;0;;0;26030001700068;84;03;84;03;03036;BOURBON-L'ARCHAMBAULT;;0;;6;030780126;1;1;;;;GAUTRINIERE;03160;BOURBON L ARCHAMBAULT;;;;;;;;;;;;;;;;;;;260300017;26030001700068;;;0;0;;;;;;;;;;P;184
