,Unnamed: 0,Titre,song_id,Artiste (features),Album,album_id,Date de sortie,Artiste,Lyrics,Intro,Interlude,Chorus,Bridge,Pre-Chorus,Parts,Verses,Outro,Clean Lyrics,Clean Tokenized Lyrics
0,0,That’s What I Like (Alan Walker Remix),3062097,Bruno Mars,That’s What I Like (Remixes),341026,"{'year': 2017, 'month': 4, 'day': 28}",Bruno Mars,"[Verse 1]
Hey, hey, hey
I got a condo in Manhattan
Baby girl, what's hatnin'
You and your ass invited
So gon' and get to clappin'
So pop it for a player
Pop, pop it for me
Turn around and drop it for a player
Drop, drop it for me
I'll rent a beach house in Miami
Wake up with no jammies (Nope)
Lobster tail for dinner
Julio serve that scampi (Julio!)
You got it if you want it
Got, got it if you want it
Said you got it if you want it
Take my wallet if you want it now

[Pre-Chorus]
Jump in the Cadillac, girl, let's put some miles on it
Anything you want, just to put a smile on it
You deserve it baby, you deserve it all
And I'm gonna give it to you

[Chorus]
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
[Verse 2]
I'm talkin' trips to Puerto Rico
Say the word and we go
You can be my freaka
Girl, I'll be a fleeko, mamacita
I will never make a promise that I can't keep
I promise that your smile ain't gon' never leave

[Pre-Chorus]
Jump in the Cadillac, girl, let's put some miles on it
Anything you want, just to put a smile on it
You deserve it baby, you deserve it all
And I'm gonna give it to you

[Chorus]
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like

[Outro]
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like1EmbedShare URLCopyEmbedCopy",0,0,2,0,2,0,2,1,"  Hey, hey, hey I got a condo in Manhattan Baby girl, what s hatnin  You and your ass invited So gon  and get to clappin  So pop it for a player Pop, pop it for me Turn around and drop it for a player Drop, drop it for me I ll rent a beach house in Miami Wake up with no jammies (Nope) Lobster tail for dinner Julio serve that scampi (Julio!) You got it if you want it Got, got it if you want it Said you got it if you want it Take my wallet if you want it now    Jump in the Cadillac, girl, let s put some miles on it Anything you want, just to put a smile on it You deserve it baby, you deserve it all And I m gonna give it to you    Gold jewelry shining so bright Strawberry champagne on ice Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I like Sex by the fire at night Silk sheets and diamonds all white Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I like   I m talkin  trips to Puerto Rico Say the word and we go You can be my freaka Girl, I ll be a fleeko, mamacita I will never make a promise that I can t keep I promise that your smile ain t gon  never leave    Jump in the Cadillac, girl, let s put some miles on it Anything you want, just to put a smile on it You deserve it baby, you deserve it all And I m gonna give it to you    Gold jewelry shining so bright Strawberry champagne on ice Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I like Sex by the fire at night Silk sheets and diamonds all white Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I like    Gold jewelry shining so bright Strawberry champagne on ice Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I like1EmbedShare URLCopyEmbedCopy","['Hey', ',', 'hey', ',', 'hey', 'I', 'got', 'a', 'condo', 'in', 'Manhattan', 'Baby', 'girl', ',', 'what', 's', 'hatnin', 'You', 'and', 'your', 'ass', 'invited', 'So', 'gon', 'and', 'get', 'to', 'clappin', 'So', 'pop', 'it', 'for', 'a', 'player', 'Pop', ',', 'pop', 'it', 'for', 'me', 'Turn', 'around', 'and', 'drop', 'it', 'for', 'a', 'player', 'Drop', ',', 'drop', 'it', 'for', 'me', 'I', 'll', 'rent', 'a', 'beach', 'house', 'in', 'Miami', 'Wake', 'up', 'with', 'no', 'jammies', '(', 'Nope', ')', 'Lobster', 'tail', 'for', 'dinner', 'Julio', 'serve', 'that', 'scampi', '(', 'Julio', '!', ')', 'You', 'got', 'it', 'if', 'you', 'want', 'it', 'Got', ',', 'got', 'it', 'if', 'you', 'want', 'it', 'Said', 'you', 'got', 'it', 'if', 'you', 'want', 'it', 'Take', 'my', 'wallet', 'if', 'you', 'want', 'it', 'now', 'Jump', 'in', 'the', 'Cadillac', ',', 'girl', ',', 'let', 's', 'put', 'some', 'miles', 'on', 'it', 'Anything', 'you', 'want', ',', 'just', 'to', 'put', 'a', 'smile', 'on', 'it', 'You', 'deserve', 'it', 'baby', ',', 'you', 'deserve', 'it', 'all', 'And', 'I', 'm', 'gon', 'na', 'give', 'it', 'to', 'you', 'Gold', 'jewelry', 'shining', 'so', 'bright', 'Strawberry', 'champagne', 'on', 'ice', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Sex', 'by', 'the', 'fire', 'at', 'night', 'Silk', 'sheets', 'and', 'diamonds', 'all', 'white', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'I', 'm', 'talkin', 'trips', 'to', 'Puerto', 'Rico', 'Say', 'the', 'word', 'and', 'we', 'go', 'You', 'can', 'be', 'my', 'freaka', 'Girl', ',', 'I', 'll', 'be', 'a', 'fleeko', ',', 'mamacita', 'I', 'will', 'never', 'make', 'a', 'promise', 'that', 'I', 'can', 't', 'keep', 'I', 'promise', 'that', 'your', 'smile', 'ain', 't', 'gon', 'never', 'leave', 'Jump', 'in', 'the', 'Cadillac', ',', 'girl', ',', 'let', 's', 'put', 'some', 'miles', 'on', 'it', 'Anything', 'you', 'want', ',', 'just', 'to', 'put', 'a', 'smile', 'on', 'it', 'You', 'deserve', 'it', 'baby', ',', 'you', 'deserve', 'it', 'all', 'And', 'I', 'm', 'gon', 'na', 'give', 'it', 'to', 'you', 'Gold', 'jewelry', 'shining', 'so', 'bright', 'Strawberry', 'champagne', 'on', 'ice', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Sex', 'by', 'the', 'fire', 'at', 'night', 'Silk', 'sheets', 'and', 'diamonds', 'all', 'white', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Gold', 'jewelry', 'shining', 'so', 'bright', 'Strawberry', 'champagne', 'on', 'ice', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like1EmbedShare', 'URLCopyEmbedCopy']"
1,1,That’s What I Like (BLVK JVCK Remix),3061180,Bruno Mars,That’s What I Like (Remixes),341026,"{'year': 2017, 'month': 4, 'day': 28}",Bruno Mars,"[Verse 1]
Hey, hey, hey
I got a condo in Manhattan
Baby girl, what's hatnin'?
You and your ass invited
So gon' and get to clappin'
So pop it for a player
Pop, pop it for me
Turn around and drop it for a player
Drop, drop it for me
I'll rent a beach house in Miami
Wake up with no jammies (Nope)
Lobster tail for dinner
Julio serve that scampi (Julio!)
You got it if you want it
Got, got it if you want it
Said you got it if you want it
Take my wallet if you want it now

[Pre-Chorus]
Jump in the Cadillac, girl, let's put some miles on it
Anything you want, just to put a smile on it
You deserve it baby, you deserve it all
And I'm gonna give it to you

[Chorus]
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
[Verse 2]
I'm talkin' trips to Puerto Rico
Say the word and we go
You can be my freaka
Girl, I'll be a fleeko, mamacita
I will never make a promise that I can't keep
I promise that your smile ain't gon' never leave
Shopping sprees in Paris
Everything 24 karats
Take a look in that mirror
Now tell me who's the fairest
Is it you? (is it you?) Is it me? (is it me?)
Say it's us (say it's us) and I'll agree, baby

[Pre-Chorus]
Jump in the Cadillac, girl, let's put some miles on it
Anything you want, just to put a smile on it
You deserve it baby, you deserve it all
And I'm gonna give it to you

[Chorus]
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
[Bridge]
If you say you want a good time
Well here I am baby, here I am baby
Talk to me, talk to me, talk to me
Tell me what's on your mind (what's on your mind)
If you want it, girl come and get it
All this is here for you
Tell me baby, tell me, tell me baby
What you tryna do

[Chorus]
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night (Sex by the fire at night)
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I likeEmbedShare URLCopyEmbedCopy",0,0,3,1,2,0,2,0,"  Hey, hey, hey I got a condo in Manhattan Baby girl, what s hatnin ? You and your ass invited So gon  and get to clappin  So pop it for a player Pop, pop it for me Turn around and drop it for a player Drop, drop it for me I ll rent a beach house in Miami Wake up with no jammies (Nope) Lobster tail for dinner Julio serve that scampi (Julio!) You got it if you want it Got, got it if you want it Said you got it if you want it Take my wallet if you want it now    Jump in the Cadillac, girl, let s put some miles on it Anything you want, just to put a smile on it You deserve it baby, you deserve it all And I m gonna give it to you    Gold jewelry shining so bright Strawberry champagne on ice Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I like   I m talkin  trips to Puerto Rico Say the word and we go You can be my freaka Girl, I ll be a fleeko, mamacita I will never make a promise that I can t keep I promise that your smile ain t gon  never leave Shopping sprees in Paris Everything 24 karats Take a look in that mirror Now tell me who s the fairest Is it you? (is it you?) Is it me? (is it me?) Say it s us (say it s us) and I ll agree, baby    Jump in the Cadillac, girl, let s put some miles on it Anything you want, just to put a smile on it You deserve it baby, you deserve it all And I m gonna give it to you    Gold jewelry shining so bright Strawberry champagne on ice Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I like   If you say you want a good time Well here I am baby, here I am baby Talk to me, talk to me, talk to me Tell me what s on your mind (what s on your mind) If you want it, girl come and get it All this is here for you Tell me baby, tell me, tell me baby What you tryna do    Gold jewelry shining so bright Strawberry champagne on ice Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I like Sex by the fire at night (Sex by the fire at night) Silk sheets and diamonds all white Lucky for you, that s what I like, that s what I like Lucky for you, that s what I like, that s what I likeEmbedShare URLCopyEmbedCopy","['Hey', ',', 'hey', ',', 'hey', 'I', 'got', 'a', 'condo', 'in', 'Manhattan', 'Baby', 'girl', ',', 'what', 's', 'hatnin', '?', 'You', 'and', 'your', 'ass', 'invited', 'So', 'gon', 'and', 'get', 'to', 'clappin', 'So', 'pop', 'it', 'for', 'a', 'player', 'Pop', ',', 'pop', 'it', 'for', 'me', 'Turn', 'around', 'and', 'drop', 'it', 'for', 'a', 'player', 'Drop', ',', 'drop', 'it', 'for', 'me', 'I', 'll', 'rent', 'a', 'beach', 'house', 'in', 'Miami', 'Wake', 'up', 'with', 'no', 'jammies', '(', 'Nope', ')', 'Lobster', 'tail', 'for', 'dinner', 'Julio', 'serve', 'that', 'scampi', '(', 'Julio', '!', ')', 'You', 'got', 'it', 'if', 'you', 'want', 'it', 'Got', ',', 'got', 'it', 'if', 'you', 'want', 'it', 'Said', 'you', 'got', 'it', 'if', 'you', 'want', 'it', 'Take', 'my', 'wallet', 'if', 'you', 'want', 'it', 'now', 'Jump', 'in', 'the', 'Cadillac', ',', 'girl', ',', 'let', 's', 'put', 'some', 'miles', 'on', 'it', 'Anything', 'you', 'want', ',', 'just', 'to', 'put', 'a', 'smile', 'on', 'it', 'You', 'deserve', 'it', 'baby', ',', 'you', 'deserve', 'it', 'all', 'And', 'I', 'm', 'gon', 'na', 'give', 'it', 'to', 'you', 'Gold', 'jewelry', 'shining', 'so', 'bright', 'Strawberry', 'champagne', 'on', 'ice', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'I', 'm', 'talkin', 'trips', 'to', 'Puerto', 'Rico', 'Say', 'the', 'word', 'and', 'we', 'go', 'You', 'can', 'be', 'my', 'freaka', 'Girl', ',', 'I', 'll', 'be', 'a', 'fleeko', ',', 'mamacita', 'I', 'will', 'never', 'make', 'a', 'promise', 'that', 'I', 'can', 't', 'keep', 'I', 'promise', 'that', 'your', 'smile', 'ain', 't', 'gon', 'never', 'leave', 'Shopping', 'sprees', 'in', 'Paris', 'Everything', '24', 'karats', 'Take', 'a', 'look', 'in', 'that', 'mirror', 'Now', 'tell', 'me', 'who', 's', 'the', 'fairest', 'Is', 'it', 'you', '?', '(', 'is', 'it', 'you', '?', ')', 'Is', 'it', 'me', '?', '(', 'is', 'it', 'me', '?', ')', 'Say', 'it', 's', 'us', '(', 'say', 'it', 's', 'us', ')', 'and', 'I', 'll', 'agree', ',', 'baby', 'Jump', 'in', 'the', 'Cadillac', ',', 'girl', ',', 'let', 's', 'put', 'some', 'miles', 'on', 'it', 'Anything', 'you', 'want', ',', 'just', 'to', 'put', 'a', 'smile', 'on', 'it', 'You', 'deserve', 'it', 'baby', ',', 'you', 'deserve', 'it', 'all', 'And', 'I', 'm', 'gon', 'na', 'give', 'it', 'to', 'you', 'Gold', 'jewelry', 'shining', 'so', 'bright', 'Strawberry', 'champagne', 'on', 'ice', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'If', 'you', 'say', 'you', 'want', 'a', 'good', 'time', 'Well', 'here', 'I', 'am', 'baby', ',', 'here', 'I', 'am', 'baby', 'Talk', 'to', 'me', ',', 'talk', 'to', 'me', ',', 'talk', 'to', 'me', 'Tell', 'me', 'what', 's', 'on', 'your', 'mind', '(', 'what', 's', 'on', 'your', 'mind', ')', 'If', 'you', 'want', 'it', ',', 'girl', 'come', 'and', 'get', 'it', 'All', 'this', 'is', 'here', 'for', 'you', 'Tell', 'me', 'baby', ',', 'tell', 'me', ',', 'tell', 'me', 'baby', 'What', 'you', 'tryna', 'do', 'Gold', 'jewelry', 'shining', 'so', 'bright', 'Strawberry', 'champagne', 'on', 'ice', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Sex', 'by', 'the', 'fire', 'at', 'night', '(', 'Sex', 'by', 'the', 'fire', 'at', 'night', ')', 'Silk', 'sheets', 'and', 'diamonds', 'all', 'white', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'like', 'Lucky', 'for', 'you', ',', 'that', 's', 'what', 'I', 'like', ',', 'that', 's', 'what', 'I', 'likeEmbedShare', 'URLCopyEmbedCopy']"
