,Titre,song_id,Artiste (features),Album,album_id,Date de sortie,Artiste,Lyrics
8,Breaking Up Slowly,6071050,Lana Del Rey (Ft. Nikki Lane),Chemtrails Over the Country Club,621392,"{'year': 2021, 'month': 3, 'day': 19}",Lana Del Rey,"[Chorus: Nikki Lane]
Breakin' up slowly is a hard thing to do
I love you only, but it's makin' me blue
So don't send me flowers like you always do
It's hard to be lonely, but it's the right thing

[Verse 1: Nikki Lane]
Are these my good years or do I have none?
Are there really good years for everyone?
I don't wanna live with a life of regret
I don't wanna end up like Tammy Wynette

[Chorus: Lana Del Rey & Nikki Lane]
'Cause breakin' up slowly is a hard thing to do
I love you only, but it's makin' me blue
So don't send me flowers like you always do
It's hard to bе lonely, but it's the right thing to do

[Verse 2: Lana Del Rey]
Georgе got arrested out on the lawn
We might be breakin' up after this song
Will he still love me long after I'm gone?
Or did he see it comin' all along?

[Chorus: Lana Del Rey & Nikki Lane]
'Cause breakin' up slowly is a hard thing to do
I love you only, and it's makin' me blue
So don't send me flowers like you always do
It's hard to be lonely (Baby, breakin' up is hard to do)
Breakin' up slowly (Baby, breakin' up is hard to do)
Breakin' up slowly is a hard thing to do
I love you only, and it's makin' me blue
So don't send me flowers like you always do
It's hard to be lonely, but it's the right thing to do26EmbedShare URLCopyEmbedCopy"
9,Dance Till We Die,6289395,Lana Del Rey,Chemtrails Over the Country Club,621392,"{'year': 2021, 'month': 3, 'day': 19}",Lana Del Rey,"[Verse 1]
I'm coverin' Joni and I'm dancin' with Joan
Stevie is callin' on the telephone
Court almost burned down my home
But God, it feels good not to be alone

[Pre-Chorus]
But sometimes, this ranch feels like my only friend
And life doesn't always work out like we planned
We keep it movin', babe

[Chorus]
So we made it back in the middle of the night
To the Louisiana two-step, high and bright
And we won't say when, we won't ask why
We won't stop dancin' 'til we die
We'll keep walkin' on the sunny side
And we won't stop dancin' 'til we die

[Verse 2]
Troubled by my circumstancе
Burdened by the wеight of fame
Clementine's not just a fruit
It's my daughter's chosen name

[Pre-Chorus]
And when all the bars close down tonight
There's one that stays open just for us, alright
We keep dancin', babe
[Chorus]
So we made it back in the middle of the night (We keep dancin', babe)
To the Louisiana two-step, high and bright (We keep it movin', babe)
And we won't say when, we won't ask why
We won't stop dancin' 'til we die
We'll keep walkin' on the sunny side
And we won't stop dancin' 'til we die

[Bridge]
I went down to Woodside
I left Berkeley, out of city, out of mind
Killin' it, talkin' shit, Joan said she was gonna quit
Tearin' it up at the Afro-Caribbean two-step
I left San Francisco
I've been coverin' Joni and I'm dancin' with Joan
It's kinda hard to find love
When you're used to rollin' like a rollin' stone

[Chorus]
So we made it back in the middle of the night (We keep it movin', babe)
To the Louisiana two-step, high and bright (We keep dancin', babe)
And we won't say when, we won't ask why
We won't stop dancin' 'til we die
We'll keep walkin' on the sunny side
And we won't stop dancin' 'til we die
And we won't stop dancin' 'til we die23EmbedShare URLCopyEmbedCopy"
10,For Free,6288803,Lana Del Rey (Ft. Weyes Blood & Zella Day),Chemtrails Over the Country Club,621392,"{'year': 2021, 'month': 3, 'day': 19}",Lana Del Rey,"[Verse 1: Zella Day]
I slept last night in a good hotel
I went shoppin' today for jewels
The wind rushed around in the dirty town
And the children let out from their school
I was standin' on a noisy corner
Waitin' for the walkin' green
Across the street, he stood
And he played real good
On his clarinet for free

[Verse 2: Lana Del Rey]
Now me, I play for fortunes
And those velvet curtain calls
I've got a black Limousine and two gentlemen
Who escort me through these halls
And I'll play if you've got the money
Or if you're a friend to me
But the one-man band by thе quick lunch stand
He's been playin' real good for free

[Verse 3: Weyes Blood]
Nobody stopped to hеar him
Though he played so sweet and high
They knew he had never been on the TV
So they passed his music by
I meant to go over and ask for a song
Maybe put on a harmony
I heard his refrain as the signal changed
He was playin' real good for free16EmbedShare URLCopyEmbedCopy"
0,LA Who Am I to Love You?,5749010,Lana Del Rey,Violet Bent Backwards Over the Grass,592376,"{'year': 2020, 'month': 7, 'day': 28}",Lana Del Rey,"I left my city for San Francisco
Took a free ride off a billionaire's jet
LA, I'm from nowhere, who am I to love you?
LA, I've got nothing, who am I to love you when I'm feeling this way and I've got nothing to offer?
LA, not quite the city that never sleeps
Not quite the city that wakes, but the city that dreams, for sure
If by dreams, you mean in nightmares

LA, I'm a dreamer, but I'm from nowhere, who am I to dream?
LA, I'm upset, I have complaints, listen to me
They say I came from money and I didn't
And I didn't even have love, and it's unfair
LA, I sold my life rights for a big check and I'm upset
And now I can't sleep at night and I don't know why
Plus, I love Zach, so why did I do that when I know it won't last?

LA, I picked San Francisco because the man who doesn't love me lives there
LA, I'm pathetic, but so are you, can I come home now?
Daughter to no one, table for one
Party of thousands of people I don't know at Delilah where my ex-husband works
I'm sick of this, but can I come home now?
Mother to no one, private jet for one
Back home to the Tudor house that borned a thousand murder plots
Hancock Park, it's treated me very badly, I'm resentful
The witch on the corner, the neighbor nobody wanted
The reason for Garcetti's extra security
LA, I know I'm bad, but I have nowhere else to go, can I come home now?
I never had a mother, will you let me make the sun my own for now, and the ocean my son?
I'm quite good at tending to things despite my upbringing, can I raise your mountains?
I promise to keep them greener, make them my daughters
Teach them about fire, warn them about water
I'm lonely, LA, can I come home now?

I left my city for San Francisco
And I'm writing from the Golden Gate Bridge
But it's not going as I planned
I took a free ride off a billionaire and brought my typewriter
And promised myself that I would stay, but
It's just not going the way that I thought
It's not that I feel different, and I don't mind that it's not hot
It's just that I belong to no one, which means there's only one place for me
The city not quite awake, the city not quite asleep
The city that's still deciding how good it can be

And also
I can't sleep without you
No one's ever really held me like you
Not quite tightly, but certainly, I feel your body next to me
Smoking next to me
Vaping lightly next to me
And I love that you love the neon lights like me
Orange in the distance
We both love that
And I love that we have that in common
Also, neither one of us can go back to New York
For you are unmoving
As for me, it won't be my city again until I'm dead
Fuck the New York Post
LA, who am I to need you when I've needed so much, asked for so much?
And what I've been given, I'm not sure yet
I may never know that either until I'm dead
For now, though, what I do know
Is although I don't deserve you
Not you at your best and your splendor
With towering eucalyptus trees that sway in my dominion
Not you at your worst
Totally on fire, unlivable, unbreathable, I need you

You see, I have no mother
And you do
A continental shelf
A larger piece of land from where you came
And I?
I'm an orphan
A little seashell that rests upon your native shores
One of many, for sure
But because of that, I surely must love you closely to the most of anyone

For that reason, let me love you
Don't mind my desperation
Let me hold you, not just for vacation
But for real and for forever
Make it real life
Let me be a real wife to you
Girlfriend, lover, mother, friend
I adore you
Don't be put off by my quick-wordedness
I'm generally quite quiet
Quite a meditator, actually
I'll do very well down by Paramhansa Yogananda's realization center, I'm sure
I promise you'll barely even notice me
Unless you want to notice me
Unless you prefer a rambunctious child
In which case, I can turn it on too
I'm quite good on the stage as you may know
You might have heard of me
So either way, I'll fit in just fine
So just love me by doing nothing
And perhaps, by not shaking the county line
I'm yours if you'll have me
But regardless, you're mine7EmbedShare URLCopyEmbedCopy"
1,"The Land of 1,000 Fires",5157429,Lana Del Rey,Violet Bent Backwards Over the Grass,592376,"{'year': 2020, 'month': 7, 'day': 28}",Lana Del Rey,"[Stanza 1]
Two blue steel trains run through the tunnels of your cool blue steel eyes
Vernon
Rock quarry
The vastness of which has nothing on your beautiful mind
Dylan
i hear Dylan when I look at you
i can see it in invisible ink like a tattoo
The ying to my yang
the toughness to my unending softness
A striking example of masculinity
firm in your verticality
sure in your confrontation against all elements
and duality
The sun to my wilting daisy
The earth to the wildflower that doesn't care where it grows

Vernon
everything's burnt here
there's no escaping it
the air is fried and on fire
I've never really fallen in love
but whatever this feeling is
i wish everyone could experience it
this place feels like a person
familiar
like someone i've stood next to before
but never while I was standing next to you
Thank you
for being here
for bearing witness to my vastness
Through the year I've called you in and out of my orbit
You, in your madness
the satellite that constellates my world
mimicking the inner chaos that I've disowned
a mirror to my past life retributions
and a reflection of my sadness
If I'm going to keep on living the way that I'm living
i can't do it without you
My feet aren't on the ground
i need your body to stand on
your name to define me
on top of being a woman
i am scared
and
ethereal
And

[Stanza 4]
There are seven worlds in my eyes

[Stanza 5]
I'm accessing of all them once

[Stanza 6]
One to draw my words from and my muses
Another one I try and harness late at night that lies somewhere
off of the right of Jupiter
And then of course there's this one I live in
The land of a thousand fires
That's where you come in
[Stanza 7]
You
Vernon
Dylan
Two blue steel trains running through the tunnels of your cool blue steel eyes

[Stanza 8]
To guide me far from the world of my early days
That I cant quite make out clearly
That beckon me towards high sea cliffs
On long car rides

[Stanza 9]
Towards a future place
A world unknown to me
Made up of something surreal and dripping
Flowers in solar systems oversized

[Stanza 10]
You Vernon Dylan

[Stanza 11]
No words needed to sponge up the dark nights
No explanations for the globes in my eyes
Shoulder to shoulder in the factory light
Letting me be who I would have been if everything had turned out alright
[Stanza 12]
Three alternative endings
Now course through my blood on ice
But I thrive because I say I do
And because it's what I write

[Stanza 13]
But honestly if you weren't here with me
I don't know what things would look like

[Stanza 14]
That's my why no matter what world I'm in
I'm accessible by only one satellite
Vernon
Dylan
And you in your madness

[Stanza 15]
With two blue steel trains running through your cool blue steel eyes2EmbedShare URLCopyEmbedCopy"
2,Violet Bent Backwards Over the Grass,5157423,Lana Del Rey,Violet Bent Backwards Over the Grass,592376,"{'year': 2020, 'month': 7, 'day': 28}",Lana Del Rey,"[Stanza 1]
I went to a party
I came in hot
Made decisions beforehand
My mind made up
Things that would make me happy
To do them or not
Each option weighed carefully
A plan for each thought
And then I walked through the door past the open concept
And saw Violet bent backwards over the grass
Seven years old with dandelions grasped tightly in her hand
Arched like a bridge in a fallen handstand
Grinning wildly like a madman
With the exuberance that only doing nothing can bring
Waiting for the fireworks to begin
And in that moment I decided to do nothing about everything1EmbedShare URLCopyEmbedCopy"
3,Past the Bushes Cypress Thriving,5157430,Lana Del Rey,Violet Bent Backwards Over the Grass,592376,"{'year': 2020, 'month': 7, 'day': 28}",Lana Del Rey,"[Stanza 1]
I saw you in the mirror
You were wearing your hair differently
Carrying the air differently
You said you wear your hair long parted in the middle
Long in solidarity just like all his women

[Stanza 2]
In Long Beach

[Stanza 3]
Aimless

[Stanza 4]
Your fingers wiping oil on the paper with precision
With decision like an artist never seen yet with a vision

[Stanza 5]
With a reason
Stared with venom at the ceiling
Not the grass
But straight ahead
Just at the skyline
With precision
Laser vision
[Stanza 6]
Time was stopping
Moving through you
You dictated
by what moved you

[Stanza 7]
Only moving, never thinking

[Stanza 8]
Match to the sun that’s slowly sinking
At the height of the afternoon
In the heat of the summer evening
Like a phoenix, like a chem trail, like a wavelength no one’s claiming

[Stanza 9]
Georgia o Keefe
Georgia peaches
Doing nothing but your painting
For forever
Forget teachers
Forgive him for ever leaving

[Stanza 10]
Love is rising
No resisting
Cheeks are flushing
Now you’re living
[Stanza 11]
Say goodbye now
No resisting
Live your life like
No one's listening

[Stanza 12]
Be the art the life is breathing
Be the soul the world is living

[Stanza 13]
For you only
Not for giving
Just for taking
No one's listening

[Stanza 14]
At the end of Rose and Rich
Down the street that’s green and winding
Past the bushes cypress thriving
Past the chain link fence and driving
Further down the road less travelled
There you are athleisure wear unraveled
Now I see you clear

[Stanza 15]
Standing stoic blue and denim
Eyes not blue but clear like heaven
[Stanza 16]
You don’t want to be forgotten

[Stanza 17]
You just want to disappear1EmbedShare URLCopyEmbedCopy"
4,Salamander,5750460,Lana Del Rey,Violet Bent Backwards Over the Grass,592376,"{'year': 2020, 'month': 7, 'day': 28}",Lana Del Rey,"Get out of my blood, salamander!
I can’t seem to blow off enough steam to get you out of my head
Soul cycle you to death, run you out of my blood to San Pedro
And yet, everywhere I go, it seems there you are,
And there I am

I don’t want to sell my stories anymore, stop pushing me
Some stories aren’t meant to be sold
Some words aren’t meant to be told

I want to leave them underneath the nightstand to be forgotten
or remembered should my thoughts come upon them in the middle of the night after a long beach day
Or by you, some afternoon, to thumb through with your worn warm after-work hands
I love you, but you don’t understand me, I’m a real poet!
My life is my poetry, my love making is my legacy!
My thoughts are about nothing, and beautiful, and for free

You see, the things that can’t be bought can’t be evaluated, and that makes them beyond human reach
Untouchable, safe, otherworldy
Unable to be deciphered or metabolized

Something metaphysical,
like a view of the sea on a summer day on the most perfect winding road taken in from the car window

A thing perfect, and ready to become a part of the texture of the fabric of something more ethereal
Like Mount Olympus, where Zeus sent Athena and the rest of the immortals to play1EmbedShare URLCopyEmbedCopy"
5,Never to Heaven,4463723,Lana Del Rey,Violet Bent Backwards Over the Grass,592376,"{'year': 2020, 'month': 7, 'day': 28}",Lana Del Rey,"May my eyes always stay level to the horizon
may they never gaze as high as heaven, to ask why
May I never go where angels fear to tread
so as to have to ask for answers in the sky
The whys in this lifetime i've found are inconsequential
compared to the magic of the nowness - the solution to most
questions
there are no reasons

And if there are - i'm wrong
but at least i won't have spent my life waiting
looking for God in the clouds of the dawn

I'll be up early to rise though of course -
but only to make you a pot of coffee

That's what i was thinking this morning Joe
that it's times like this as the marine layer lifts
off the sea from the view of our favorite restaurant
that i pray that i may
always keep my eyes level to your eyeline
never downcast at the table cloth

You see, Joe
it's times like this that the marine layer lifts
off the sea on the dock with out candle lit
that i think to myself
there are things you still don't know about me
like sometimes i'm afraid my sadness is too big
and that one day you might have to help me handle it
But until then
may my eyes always stay level to the skyline
assessing Long Beach's glittering new development
never higher than the tallest building
never to heaven or revenant
'Cause i have faith in man as strange as that seems
in times like these
and it's not just because of the warmth i've found in your
brown eyes
It's because i believe in the goodness in me
that it's firm enough to plant a flag in
or a
rosebud
or to build a new life.2EmbedShare URLCopyEmbedCopy"
6,SportCruiser,5750461,Lana Del Rey,Violet Bent Backwards Over the Grass,592376,"{'year': 2020, 'month': 7, 'day': 28}",Lana Del Rey,"I took a flying lesson on my 33rd birthday, instead of calling you
Or parking on the block where our old place used to be

Genesee, genesee, genesee

Pathetic, I know - but sometimes I still like to park on that street,
And have lunch in the car just to feel close to you

I was once in love with my life here,
In that studio apartment with you
Little yellow flowers on the tops of trees as our only view,
Out of the only window,
Big enough for me to see our future through
But it turned out I was the only one who could see it

Stupid apartment complex
Terrible you
You, who I wait for
You, you, you
Like a broken record stuck on loop

So that day, on my birthday, I thought
""Something has to change""
You can’t always be about waiting for you

Don’t tell anyone, but part of my reasoning for taking the flight class, was this idea that if I could become my own navigator
The captain of the sky,
That perhaps I could stop looking for direction
from you
Well, what started off as an idea on a whim,
Has turned into something more
Too shy to explain to the owners that my first lesson was just a one-time thing
I’ve continued to go to classes each week
At the precious little strip off Santa Monica and Bundy

And everything was going fine
We were starting with dips and loops
and then something terrible happened

During my fourth lesson in the sky
My instructor, younger than I, but as tough as you
Instructed me to do a simple maneuverer
It’s not that I didn’t do it,
But I was slow to lean the sports cruiser into a right hand upward turn
Scared, scared that I would lose control of the plane

Not tactfully and not gently
The instructor shook his head, and without looking at me said
“You don’t trust yourself”

I was horrified
Feeling as though I’d somehow been found out
Like he knew me
How weak I was
Of course, he was only talking about my ability as a pilot in the sky
But I knew it was meant for me to hear those words
For me, they held a deeper meaning
I didn’t trust myself

Not just 25,000 feet above the coast of Malibu
But with anything
And I didn’t trust you

I could’ve said something but I was quiet
Because pilots aren’t like poets
They don’t make metaphors between life and the sky

In the midst of this mid-life, meltdown, navigational exercise in self-examination,
I also decided to do something else I always wanted to do
Take sailing lessons in the vibrant bay of Marina del Rey
I signed up for the class as ""Elizabeth Grant"",
And nobody blinked an eye

So, why was I so sure that when I walked into the tiny shack on Valley Way, someone would say
“You’re not a captain of a ship, or a master of the sky!”
No, the fisherman didn’t care, and so neither did I

And for a brief moment, I felt more myself than ever before

Letting the self proclaimed drunkard captain’s lessons wash over me like the foamy tops of the sea

Midway through my forehead burned,
and my hands raw from driving
The captain told me the most important thing I’d need to know on the sea
“Never run the ship into irons”
That’s nautical terms for not sailing the boat directly into the wind

In order to do that though, you have to know where the wind is coming from

And you might not have time to look up to the mast,
Or up further to the weathervane
So you have to feel where the wind is coming from
On your cheeks, and by the tips of the white waves from which direction they’re rolling

To do this, he gave me an exercise
He told me to close my eyes, and asked me to feel on my neck which way the wind was blowing
I already knew I was going to get it wrong
“The wind is coming from everywhere, I feel it all over” I told him
“No”, he said “the wind is coming from the left. The portside”
I sat waiting for him to tell me “You don’t trust yourself”

But he didn’t, so I said it for him
“I don’t trust myself”

He laughed gentler than the pilot, but still not realising that my failure in the exercise was hitting me at a much deeper level

“It’s not that you don’t trust yourself” he said. “it’s simply that you’re not a captain. It isn’t what you do”

Then he told me he wanted me to practise everyday so I would get better

“Which grocery store do you go to?” he asked
“To the Ralphs in the Palisades” I replied

“Okay. When you’re in the Ralphs in the Palisades,
I want you, as you're walking from your car to the store,
To close your eyes, and feel which way the wind is blowing
Now, I don’t want you to look like a crazy person crouching in the middle of the parking lot,
but everywhere you go,
I want you to try and find which way the wind is coming in from
And then, determine if it’s from the port or starboard side,
So when you’re back on the boat you have a better sense of it”

I thought his advice was adorable
I could already picture myself in the parking lot,
Squinting my eyes with perfect housewives looking on

I could picture myself growing a better sense of which way the wind was blowing
And as I did, a tiny bit of deeper trust also began to grow within myself
I thought of mentioning it,
but I didn’t
Because captain’s aren’t like poets
They don’t make metaphors between sea and sky

And as I thought that to myself,
I realized
that’s why I write
All of this circumnavigating the earth,
Was to get back to my life
Six trips to the moon for my poetry to arise

I’m not a captain,
I’m not a pilot
I write!
I write2EmbedShare URLCopyEmbedCopy"
7,Tessa DiPietro,5749011,Lana Del Rey,Violet Bent Backwards Over the Grass,592376,"{'year': 2020, 'month': 7, 'day': 28}",Lana Del Rey,"No one ever touched me without wanting to kill me
Except for a healer on 6th street in Ridgely
Tessa DiPietro,
recommended casually by a medium I no longer know

She said my number one problem was that my field was untrusting
When asked what to do, she paused and said “Nothing”
Which sent me right into uncontrollable sobbing

Because there’s never anything you can do about the important things

She said “Okay, one thing you can do is picture the floor rising up to support you,
And sink into the back of the bed that’s behind you
Too much of your energy is in front and above you”

Which, for some reason, made me think of a live show I’d seen
Jim Morrison at the Hollywood Bowl, 1968, check date

The blue trellis lights gave him an unusual aura
Like a halo or something
Made him 8 feet or taller

I remember just thinking he looked out of his body
but definitely like a god on stage

So I told her “Maybe an artist has to function a little bit above themselves,
If they really want to transmit some heaven”
And she told me
""A singleness of focus is the key to transmission,
For an emphasis on developing inner intuition,
Close your eyes and feel where you hold your attention

If it’s in the back of your eyes
Walk it down to your heart’s centre
and make that the new place from which your thoughts enter

Clairvoyance comes mostly from this simple function
Oh - and Jim died at 27
So find another frame of reference
When you’re referencing heaven

And have you ever read the lyrics to ‘People are Strange’?
He made no sense!""2EmbedShare URLCopyEmbedCopy"
8,Quiet Waiter Blue Forever,4369448,Lana Del Rey,Violet Bent Backwards Over the Grass,592376,"{'year': 2020, 'month': 7, 'day': 28}",Lana Del Rey,"[Stanza 1]
You move like water sweet baby sweet waiter
making the night smile to no one you cater
silent wood worker from midnight till later
my lover my laughter my armor my maker
The way that i feel with you is something like aching
inside of my stomach the cosmos are baking
a universe hung like a mobile
the alignment of these planets unique
in me the earth moves around the sun
no land all sea
water world
sun chaser
tropic of cancer
southern equater
i'm the crying crustacean
sunbathing on paper
moon.
Let's rewrite the beginning of this primordial ooze
shall we my love
Am i being brazen for saying this year makes me feel
like we could've wrote it better
than him?
But who am i
just a girl in love dreaming on paper
rearranging the salt for the pepper
in love with you
my quiet waiter
Summer
blue
Forever
call me when you're done with work
i'll pick you up later
the darker the better1EmbedShare URLCopyEmbedCopy"
9,What happened when I left you,4780174,Lana Del Rey,Violet Bent Backwards Over the Grass,592376,"{'year': 2020, 'month': 7, 'day': 28}",Lana Del Rey,"[Stanza 1]
Perfect petals punctuate the fabrics yellow blue
silver platters with strawberries strewn across the room

[Stanza 2]
In Zimmerman with sandals on one summer dress to choose

[Stanza 3]
Three girls
eyes rolled
loud laughter
dust specs lit by afternoon

[Stanza 4]
My life is sweet like lemonade now there's no bitter fruit
eternal sunshine of the spotless mind
no thought of you

[Stanza 5]
My thoughts have changed
my voice is higher
now I'm over you

[Stanza 6]
No flickering in my head movies
projected in Bellevue
[Stanza 7]
Because I captured the mood of my wish fulfilled
and sailed to Xanadu

[Stanza 8]
The grief that came in waves that rolled I navigated through

[Stanza 9]
The fire from my wish as wind to future trip to Malibu

[Stanza 10]
now everything I have is perfect
nothing much to do

[Stanza 11]
just perfect florals
green embroidered chairs
one dress to choose1EmbedShare URLCopyEmbedCopy"
10,Happy,4328368,Lana Del Rey,Violet Bent Backwards Over the Grass,592376,"{'year': 2020, 'month': 7, 'day': 28}",Lana Del Rey,"You thought I was rich
And I am but not how you think
I live in a Tudor house
Under the freeway in Mar Vista by the beach
When you call I take my phone to the picnic table
That I bought from the Rose Bowl
And I listen to the rushing cars above
And I think about the last time you visited me
The last time we made love
How the noise got louder and louder during rush hour
Until it sounded like the sea
And it felt like the ocean was the sky
And that I was flying because you were two feet taller than me
Until you took me in your arms
And I could touch the stars
And they all fell down around my head
And I became an angel
And you put me to bed
Happy

People think that I'm rich and I am but not how they think
I have a truck with a gold key chain in the ignition
And on the back it says: happy,  joyous, and free
Happy
And when I drive
I think about the last time my friends were driving with me
How the radio was so loud that I couldn't hear the words
So we became the music
Happy
They write that I'm rich and I am but not how they think
I have a safe I call the boyfriend box
And in it every saved receipt
Every movie theater ticket just to remind me
Of all the things I've loved and lost and loved again
Unconditionally
Happy

You joke that I'm rich and I am but not how you think
I live in a Tudor house under the freeway
Off of Rose Avenue, 12 blocks from the beach
And when you call I put your sweater on
And put you on speaker
And chat for hours underneath the trees
And think about the last time you were here lying next to me
How the noise from the cars got louder and louder
During rush hour
Until it sounded like a river or a stream
And it felt like we were swimming
But it wasn't just a dream
We were just

Happy3EmbedShare URLCopyEmbedCopy"
11,My Bedroom is a Sacred Place Now – There Are Children at the Foot of My Bed,5750462,Lana Del Rey,Violet Bent Backwards Over the Grass,592376,"{'year': 2020, 'month': 7, 'day': 28}",Lana Del Rey,"Last year, when I wrote you my last letter
the beginning of my future poetry
I acknowledged who you really were for the first time

I didn’t call you by any other name
I let you know that I knew the true nature of your heart
That it was evil, and that it convinced me that darkness was real
that the devil is a real devil
and that monsters don’t always know that they’re monsters

But projection is an amazing thing
after you left and burnt the house down
you tried to convince me that it was I who was holding the matches
You told me that I didn’t know who I was, but I do

I love rose gardens
I plant violets every time someone leaves me
I love the great sequoias of Yosemite
And if you asked my sister to describe the first thing she thinks of when she thinks of me
she would say ""camp fire smoke""

I’m gentle
I’m funny when I’m drunk
But I haven’t been drunk for 14 years
I go on trips with my friends to the beach who don’t know that I’m crazy
I can do that
I can do anything
Even leave you
Because my bedroom is a sacred place now that there are children at the end of my bed
telling me stories about the friends that they pretend to hate, that they will make up with later
And there are fresh cut flowers that I grew myself in vases from the yard on nightstands, hand carved by old pals from Big Sur

And the longer I stay here
the more I am sure
But the more I step into becoming a poet
The less I will fall into being with you

The more I step into my poetry
The less I will fall into being with you
The more I step into my poetry
The less I will fall into bed with you2EmbedShare URLCopyEmbedCopy"
12,Paradise Is Very Fragile,5749085,Lana Del Rey,Violet Bent Backwards Over the Grass,592376,"{'year': 2020, 'month': 7, 'day': 28}",Lana Del Rey,"Paradise is very fragile,
and it seems like it's only getting worse

Down here in Florida
We’re fighting red toxic tides
Mass of fish kills
Not to mention hurricanes and rising sea levels
Back in Los Angeles, things aren't looking much better
My treehouse that'd been standing for 80 years succumbed to the woolsy fire

Who would’ve thought that this year at 33
You would've been taken out from under me
After all those years?

Built from the ground up, by hand, by your very first owner
Quiet World War One, aviation pilot
I tried to save you but the German Shepherd seemed more important

Paradise is very fragile,
and it seems like it's only getting worse

Our leader is a megalomaniac,
And we've seen that before
But never 'cause it was what the country deserved
My friends tell me to stop calling 911 on the culture,
but it's either that or I 5150 myself

They don't understand
I'm a dreamer
And I had big dreams for the country
Not for what it could do, but how it could feel
How it could think, how it could dream

I know
Who am I to dream for you?
It’s just that in my own mind
I was born with a little bit of paradise
I was lucky in that way
Not like my husband
Who was born and raised in hell

I always had something gentle to give
All of me, in fact
It’s one of the beautiful things about me
It's one of the beautiful things about nature

But lately I’ve been thinking that I wish
Someone had told me when I was younger
More about the inhabitants that thrive off of paradise
That should they take too much,
There would be nothing left to give
Not everyone's nature is golden and green
And you can't fight what's in your nature

I got to thinking about it as
We were fighting the fires in Agora
But I’m tired of fighting you

Paradise is very fragile,
and it's only getting worse

And every time I think of that,
I think about the curse bestowed upon Eve, that fateful eve,
She took that bite of fruit from that fruitful tree
And this summer night, you in front of me,
Makes me contemplate the origins of good and evil

Because you take and you take and you take and you take,
But you taste like the beach and a kiss
Candy from my eyes
In my veins you run citrus

Watercolor images of serpents on orange trees
Arise in my midst
Kundalini, you breathe me
I could do this forever
But my heart is very fragile,
and I have nothing left to give1EmbedShare URLCopyEmbedCopy"
13,Bare Feet on Linoleum,5157439,Lana Del Rey,Violet Bent Backwards Over the Grass,592376,"{'year': 2020, 'month': 7, 'day': 28}",Lana Del Rey,"[Stanza 1]
Stay on your path Sylvia Plath
don't fall away like all the others

[Stanza 2]
Don't take all your secrets alone to your watery grave about
lovers and -

[Stanza 3]
The secrets you keep will keep you in deep like Amy and -
And brother
And all of the people you meet on the street will reiterate lies
that they uttered

[Stanza 4]
Leave me in peace, I cry
In the middle of the night
On a slow boat bound for Catalina for no reason

[Stanza 5]
Tiny drops of perspiration dot my forehead
could be mistaken for dew drops if this were photo season

[Stanza 6]
But alas this is a real life - and it's been a real fight just to
stop my mind from committing treason
Why you ask?
Because she told the townspeople I was crazy, and the lies, they
started to believe them
[Stanza 7]
But anyways - that's all over now

[Stanza 8]
I've moved on, gone scorched earth
And now I'm left wondering where to go from here
To Sonoma where the fires have just left?
South Dakota?

[Stanza 9]
Would standing in front of Mount Rushmore feel like the Great
American homecoming I never had?

[Stanza 10]
Would the magnitude of the scale of the sculptures take the place
of the warm embrace I've never got

[Stanzza 11]
Or should I just be here now
Bare feet on linoleum
Slicing vegetables onto water that I will later turn
into stew

[Stanzza 12]
People love my stories
People love visions2EmbedShare URLCopyEmbedCopy"
0,Norman fucking Rockwell,3965734,Lana Del Rey,Norman Fucking Rockwell!,459810,"{'year': 2019, 'month': 8, 'day': 30}",Lana Del Rey,"[Verse 1]
Goddamn, man-child
You fucked me so good that I almost said ""I love you""
You're fun and you’re wild
But you don't know the half of the shit that you put me through
Your poetry's bad and you blame the news
But I can’t change that, and I can't change your mood, ah

[Chorus]
'Cause you're just a man
It's just what you do
Your head in your hands
As you color me blue
Yeah, you're just a man
All through and through
Your head in your hands
As you color me blue
Blue, blue, blue

[Verse 2]
Goddamn, man-child
You act like a kid even though you stand six foot two
Self-loathing poet, resident Laurel Canyon know-it-all
You talk to the walls when the party gets bored of you
But I don't get bored, I just see it through
Why wait for the best when I could have you? You?
[Chorus]
'Cause you’re just a man
It’s just what you do
Your head in your hands
As you color me blue
Yeah, you're just a man
All through and through
Your head in your hands
As you color me blue
Blue, blue
You make me blue

[Outro]
Blue, blue
Blue, blue, blue
Blue, blue, blue107EmbedShare URLCopyEmbedCopy"
